ENSG,baseMean,log2FoldChange,lfcSE,pvalue,padj,Symbol,absLFC
ENSG00000163092.21,3.526374924,-16.20458282,0.998524679,6.25E-05,0.000268677,XIRP2,16.20458282
ENSG00000111245.17,3.668134134,-14.50555769,0.321949978,5.09E-06,2.71E-05,MYL2,14.50555769
ENSG00000125414.19,15.74012706,-14.08504263,0.373839151,1.41E-06,8.26E-06,MYH2,14.08504263
ENSG00000092054.13,2.184571949,-13.81456224,0.530004298,6.81E-06,3.54E-05,MYH7,13.81456224
ENSG00000177354.12,1.067323257,-13.69018863,0.877705165,0.002060226,0.006229998,C10orf71,13.69018863
ENSG00000104879.5,7.339587207,-13.20370082,0.248229909,2.29E-07,1.56E-06,CKM,13.20370082
ENSG00000081248.11,1.998538521,-12.39909923,0.620588293,0.001672877,0.005163206,CACNA1S,12.39909923
ENSG00000157119.12,0.616108754,-11.77779951,0.58520831,0.009251092,0.023245484,KLHL40,11.77779951
ENSG00000213401.10,1.831346035,11.72942553,1.769239629,0.000435637,0.001551827,MAGEA12,11.72942553
ENSG00000196228.3,86.23866611,-11.44449946,1.272500153,1.29E-16,3.37E-15,SULT1C3,11.44449946
ENSG00000135222.6,57.77530544,-11.42782562,1.017910808,3.69E-17,1.04E-15,CSN2,11.42782562
ENSG00000111046.4,2.685239735,-11.29269414,0.620369704,4.89E-10,5.13E-09,MYF6,11.29269414
ENSG00000168333.14,1.544086105,-11.09487515,0.712574178,0.000133396,0.000533639,PPDPFL,11.09487515
ENSG00000163833.8,5.713165424,-10.61501059,0.509494443,4.61E-12,6.57E-11,FBXO40,10.61501059
ENSG00000164122.9,4.314087773,-10.45604986,0.569497578,1.05E-06,6.34E-06,ASB5,10.45604986
ENSG00000174429.4,4.551502349,-10.20303331,0.526015597,5.09E-07,3.25E-06,ABRA,10.20303331
ENSG00000184544.12,0.877211805,-10.12327018,0.700422227,0.001814567,0.005555132,DHRS7C,10.12327018
ENSG00000186439.14,278.8576771,-9.953495307,0.522041913,7.89E-31,1.02E-28,TRDN,9.953495307
ENSG00000143632.14,111.026975,-9.915288929,0.404835594,0.004745457,0.012968864,ACTA1,9.915288929
ENSG00000086967.10,14.54802461,-9.786062084,0.402837796,0.0209048,0.046881553,MYBPC2,9.786062084
ENSG00000198930.13,1.865078826,9.760871755,1.162957801,8.59E-06,4.36E-05,CSAG1,9.760871755
ENSG00000180209.12,12.02674412,-9.753944065,0.234915881,0.000816626,0.002732566,MYLPF,9.753944065
ENSG00000170162.14,1.806356783,-9.749742911,0.669042496,1.12E-05,5.57E-05,VGLL2,9.749742911
ENSG00000120729.10,5.61332805,-9.726115742,0.243242889,0.02171034,0.048422699,MYOT,9.726115742
ENSG00000198788.9,83.18764186,9.694764647,0.771056261,2.78E-15,6.14E-14,MUC2,9.694764647
ENSG00000171209.3,269.4798852,-9.687254622,0.947170426,1.83E-25,1.24E-23,CSN3,9.687254622
ENSG00000203858.3,156.4310113,-9.647793889,1.140395625,4.26E-20,1.65E-18,HSD3BP2,9.647793889
ENSG00000165192.14,3.108055105,-9.583147945,0.59507175,4.88E-07,3.13E-06,ASB11,9.583147945
ENSG00000273540.4,0.73208644,-9.531608984,0.471424864,0.00029942,0.001106841,AGBL1,9.531608984
ENSG00000068976.14,282.2850867,-9.404625163,0.316661346,4.96E-26,3.67E-24,PYGM,9.404625163
ENSG00000164879.7,624.4298715,-9.389676572,0.451164036,1.75E-28,1.69E-26,CA3,9.389676572
ENSG00000101470.10,37.21021231,-9.18470215,0.274071012,2.71E-05,0.000125193,TNNC2,9.18470215
ENSG00000101441.4,99.54648369,9.183772178,0.877235563,1.19E-21,5.48E-20,CST4,9.183772178
ENSG00000261776.1,24.39594529,9.126357139,1.347771811,1.26E-09,1.24E-08,AC079414.2,9.126357139
ENSG00000169271.3,1.286064712,-9.041822606,0.846475931,0.010586221,0.026106033,HSPB3,9.041822606
ENSG00000253802.2,54.80157726,9.014072653,0.910554616,3.73E-14,7.07E-13,SIRLNT,9.014072653
ENSG00000175084.12,672.0635762,-8.979852527,0.446143572,7.42E-24,4.18E-22,DES,8.979852527
ENSG00000235123.5,512.1386709,8.931939102,0.846448866,2.52E-27,2.16E-25,DSCAM-AS1,8.931939102
ENSG00000287301.1,2.948175104,8.927822709,2.849843397,4.61E-08,3.52E-07,AC068075.2,8.927822709
ENSG00000187481.2,13.38042018,-8.909506485,1.768120631,3.15E-09,2.91E-08,HSD3BP1,8.909506485
ENSG00000130595.19,247.5045883,-8.846742025,0.35297743,8.78E-26,6.29E-24,TNNT3,8.846742025
ENSG00000223626.1,2.674143703,-8.816639721,2.974834755,4.36E-07,2.82E-06,LINC01044,8.816639721
ENSG00000077009.13,3.197391374,-8.812021217,0.65508379,3.84E-05,0.000171577,NMRK2,8.812021217
ENSG00000150361.12,1.760032883,8.758808547,1.374459789,0.008612139,0.021838321,KLHL1,8.758808547
ENSG00000124701.5,8.37179967,-8.74689239,0.230012928,0.005155164,0.013946385,APOBEC2,8.74689239
ENSG00000257046.5,14.39553427,-8.624529615,1.720352425,2.65E-08,2.10E-07,SLCO1B3-SLCO1B7,8.624529615
ENSG00000205754.12,13.82559041,-8.587026763,1.480051471,5.30E-09,4.71E-08,SLCO1B7,8.587026763
ENSG00000135346.9,153.9515221,8.572617071,1.009489537,6.70E-13,1.08E-11,CGA,8.572617071
ENSG00000196296.14,61.95376829,-8.481703336,0.22722048,5.54E-07,3.52E-06,ATP2A1,8.481703336
ENSG00000280323.1,1.402499106,-8.46291651,0.680504495,8.55E-08,6.25E-07,AC053503.5,8.46291651
ENSG00000091482.8,2.405954071,-8.454997113,0.540317987,0.000933463,0.003078681,SMPX,8.454997113
ENSG00000130598.16,60.70887184,-8.385041871,0.253275006,6.51E-11,7.84E-10,TNNI2,8.385041871
ENSG00000182533.7,6.512020713,-8.342600063,0.385527911,6.69E-14,1.22E-12,CAV3,8.342600063
ENSG00000126545.14,603.8395078,-8.3304549,0.806955632,2.47E-26,1.88E-24,CSN1S1,8.3304549
ENSG00000174343.6,12.64924447,8.300791209,0.525325291,1.01E-10,1.19E-09,CHRNA9,8.300791209
ENSG00000123500.10,6744.486036,8.123728954,0.326839076,1.11E-137,4.36E-133,COL10A1,8.123728954
ENSG00000156885.6,2.133703606,-8.084588318,0.612728052,4.00E-06,2.18E-05,COX6A2,8.084588318
ENSG00000077522.14,35.02505767,-7.963156708,0.37224224,3.01E-07,2.00E-06,ACTN2,7.963156708
ENSG00000122367.20,183.1584183,-7.954226116,0.260340512,9.67E-13,1.52E-11,LDB3,7.954226116
ENSG00000124237.6,3.718309404,7.890734044,1.219470064,0.003367891,0.00961723,C20orf85,7.890734044
ENSG00000109061.10,89.94425716,-7.865931629,0.390788534,1.78E-17,5.25E-16,MYH1,7.865931629
ENSG00000029559.7,139.2803514,7.834794948,0.550968271,1.99E-46,1.56E-43,IBSP,7.834794948
ENSG00000170807.12,4.007144694,-7.827314181,0.365915464,0.018955592,0.043173206,LMOD2,7.827314181
ENSG00000172399.6,25.04123151,-7.795747369,0.378013696,3.24E-16,8.07E-15,MYOZ2,7.795747369
ENSG00000167531.6,113.5884006,-7.789384138,0.858899072,1.18E-25,8.29E-24,LALBA,7.789384138
ENSG00000141161.12,12.14524912,-7.781352811,0.286277229,0.000501816,0.001762533,UNC45B,7.781352811
ENSG00000286151.1,2.79694367,7.762070618,1.054606061,0.003706764,0.010463212,AL732406.1,7.762070618
ENSG00000173991.6,25.89573811,-7.752001885,0.325320329,0.002801416,0.008170674,TCAP,7.752001885
ENSG00000144644.14,3.474197322,-7.733738843,0.462166349,3.87E-05,0.000173005,GADL1,7.733738843
ENSG00000225056.1,1.258594437,-7.682556574,2.682018855,6.05E-11,7.33E-10,AL121894.1,7.682556574
ENSG00000083782.8,226.235605,7.673388144,0.532173514,4.79E-48,4.59E-45,EPYC,7.673388144
ENSG00000176115.9,1.459232522,-7.660060652,2.91932794,0.000215555,0.000820846,AQP7P4,7.660060652
ENSG00000164756.12,930.293681,7.631506304,0.718731362,3.69E-16,9.14E-15,SLC30A8,7.631506304
ENSG00000170373.8,680.0984497,7.612882052,0.724534284,4.79E-27,3.94E-25,CST1,7.612882052
ENSG00000115593.15,540.6050623,-7.59434395,0.50316349,1.15E-28,1.13E-26,SMYD1,7.59434395
ENSG00000155657.28,696.3549439,-7.566292973,0.226789936,2.88E-07,1.92E-06,TTN,7.566292973
ENSG00000224679.1,1.400047345,7.525795391,0.867153791,0.000268981,0.001004404,MED15P4,7.525795391
ENSG00000196091.15,1881.698785,-7.499199404,0.537788889,4.65E-16,1.14E-14,MYBPC1,7.499199404
ENSG00000160808.11,65.84348094,-7.389510926,0.235757465,3.10E-06,1.72E-05,MYL3,7.389510926
ENSG00000164287.13,293.7621822,7.380014662,0.733981173,3.51E-25,2.31E-23,CDC20B,7.380014662
ENSG00000198681.7,31.54693391,7.359530693,1.106104399,8.65E-13,1.37E-11,MAGEA1,7.359530693
ENSG00000233533.1,26.54926646,7.347237508,1.376211694,9.33E-10,9.36E-09,MKNK2P1,7.347237508
ENSG00000116748.21,73.98475191,-7.327079399,0.355646158,7.75E-18,2.36E-16,AMPD1,7.327079399
ENSG00000137745.12,1293.0445,7.312682274,0.503100166,6.52E-49,7.32E-46,MMP13,7.312682274
ENSG00000159184.8,254.6750742,7.312572507,0.910479967,4.89E-17,1.36E-15,HOXB13,7.312572507
ENSG00000205592.15,333.5429522,7.282902235,0.63395068,1.83E-21,8.26E-20,MUC19,7.282902235
ENSG00000238176.1,12.43030138,7.277483229,1.873193677,2.98E-07,1.98E-06,AL390061.1,7.277483229
ENSG00000133878.9,12.43361501,-7.23152037,0.299702396,1.09E-06,6.53E-06,DUSP26,7.23152037
ENSG00000166509.12,7192.83383,7.222754694,0.888031229,7.06E-13,1.13E-11,CLEC3A,7.222754694
ENSG00000036448.10,365.4669757,-7.20077248,0.387312782,1.36E-18,4.56E-17,MYOM2,7.20077248
ENSG00000186335.9,6.397491265,-7.186291263,0.510184412,2.16E-07,1.48E-06,SLC36A2,7.186291263
ENSG00000231221.1,1.569847132,-7.182537164,1.331896414,6.26E-05,0.000268966,LINC01593,7.182537164
ENSG00000139352.4,159.7669723,7.149803126,0.797527903,2.33E-20,9.37E-19,ASCL1,7.149803126
ENSG00000280147.1,0.915424884,7.146660168,1.175610663,0.007900141,0.020251167,AC084026.3,7.146660168
ENSG00000260343.1,1.118146344,-7.141268319,1.717274196,0.0023211,0.006921893,LINC01043,7.141268319
ENSG00000273706.5,21.7684093,7.139645392,1.297385962,1.96E-10,2.19E-09,LHX1,7.139645392
ENSG00000170367.5,66.51172594,7.139386517,0.92404346,8.09E-16,1.90E-14,CST5,7.139386517
ENSG00000251325.1,3.296558252,-7.131877279,1.39770517,9.47E-14,1.69E-12,AC024132.3,7.131877279
ENSG00000237442.3,90.71052133,7.129246002,0.812753957,1.25E-19,4.65E-18,HNRNPA1P57,7.129246002
ENSG00000060718.22,9946.928423,7.12241505,0.350410335,5.47E-93,7.16E-89,COL11A1,7.12241505
ENSG00000286506.1,3.60421105,-7.114235908,1.48712783,3.17E-10,3.43E-09,FP325317.2,7.114235908
ENSG00000259910.1,0.821198957,7.108173813,1.618536652,0.003686494,0.010413477,AC120498.1,7.108173813
ENSG00000250418.1,4.860859838,7.103235936,1.002208938,4.58E-09,4.11E-08,AC093292.1,7.103235936
ENSG00000249332.2,3.205949896,7.091337866,1.249566721,2.60E-05,0.000120752,LINC02149,7.091337866
ENSG00000034971.17,451.0054266,-7.024842376,0.587023003,2.29E-34,4.47E-32,MYOC,7.024842376
ENSG00000181997.8,25.2267959,-6.996554008,0.737321533,4.18E-24,2.43E-22,AQP7P2,6.996554008
ENSG00000223808.1,398.1851065,6.981350265,0.712553678,6.78E-24,3.83E-22,AC044784.1,6.981350265
ENSG00000258133.1,0.921791532,-6.95566746,2.658494254,9.61E-06,4.84E-05,AC025578.1,6.95566746
ENSG00000167014.11,1.662638332,-6.954011985,1.240314805,0.000110723,0.000451159,TERB2,6.954011985
ENSG00000267603.1,14.80015789,-6.908009918,0.636073169,1.23E-39,4.75E-37,LINC01028,6.908009918
ENSG00000236311.6,6.807741277,6.879885664,1.167075204,3.41E-11,4.29E-10,TLX1NB,6.879885664
ENSG00000134548.11,1208.273144,-6.865838772,0.548498056,3.39E-37,1.03E-34,SPX,6.865838772
ENSG00000228159.2,1.033634243,6.842688119,2.883000529,0.004433155,0.012227205,LINC01674,6.842688119
ENSG00000010282.15,16.87111914,-6.830314152,0.520606746,2.19E-08,1.76E-07,HHATL,6.830314152
ENSG00000221867.9,28.43005707,6.812380697,2.318105583,0.008502921,0.021597618,MAGEA3,6.812380697
ENSG00000099953.10,17464.50209,6.794439156,0.28217283,2.66E-129,5.23E-125,MMP11,6.794439156
ENSG00000203837.5,82.30298114,-6.779401575,1.017130169,1.38E-12,2.13E-11,PNLIPRP3,6.779401575
ENSG00000096006.12,720.3713124,6.755032915,0.740041177,1.93E-09,1.85E-08,CRISP3,6.755032915
ENSG00000263639.7,303.3788468,6.721668556,0.536040492,2.45E-10,2.69E-09,MSMB,6.721668556
ENSG00000089250.19,17.15959506,-6.719109806,0.291623296,6.06E-12,8.43E-11,NOS1,6.719109806
ENSG00000260746.2,10.64023637,-6.715706596,1.233362889,5.04E-08,3.83E-07,KIF18BP1,6.715706596
ENSG00000185739.13,99.25533771,-6.700720191,0.23089237,1.77E-18,5.85E-17,SRL,6.700720191
ENSG00000158022.7,16.38776018,-6.687069684,0.376846999,0.003121011,0.008995288,TRIM63,6.687069684
ENSG00000149124.11,745.2233538,-6.628730374,0.599231457,1.06E-29,1.18E-27,GLYAT,6.628730374
ENSG00000250420.8,3.893732328,6.586708767,0.649491568,2.33E-05,0.000109063,AACSP1,6.586708767
ENSG00000286523.1,6.815659425,-6.562699671,0.812305447,2.00E-08,1.62E-07,AL022151.1,6.562699671
ENSG00000177752.14,2.137679422,-6.560934622,0.31731174,0.000420487,0.001504273,YIPF7,6.560934622
ENSG00000130957.5,5.533952519,-6.559276027,0.467983192,0.000521945,0.001825345,FBP2,6.559276027
ENSG00000226306.6,4.031440524,-6.548898218,0.329871473,0.000226241,0.000858128,NPY6R,6.548898218
ENSG00000174697.5,11788.91105,-6.498454483,0.654768703,1.64E-24,1.01E-22,LEP,6.498454483
ENSG00000101306.11,15.06316691,-6.490629603,0.382879945,9.28E-10,9.33E-09,MYLK2,6.490629603
ENSG00000253156.1,0.727542339,-6.481976664,2.689560975,0.000961985,0.0031616,H2AZP7,6.481976664
ENSG00000229637.4,5.933680663,6.481726563,1.376072698,2.75E-07,1.85E-06,PRAC2,6.481726563
ENSG00000215182.8,97.87935621,6.446066475,0.770943142,3.45E-18,1.10E-16,MUC5AC,6.446066475
ENSG00000133636.11,238.5175288,-6.443108389,0.654008028,2.84E-24,1.68E-22,NTS,6.443108389
ENSG00000101605.13,991.9118651,-6.4380283,0.300261472,1.15E-36,3.22E-34,MYOM1,6.4380283
ENSG00000114771.14,160.471477,-6.436174465,0.659153284,1.05E-23,5.82E-22,AADAC,6.436174465
ENSG00000230838.1,207.5415322,6.398322639,0.375363486,6.53E-66,2.57E-62,LINC01614,6.398322639
ENSG00000145681.11,127.1941055,6.397801504,0.506490083,1.82E-23,9.95E-22,HAPLN1,6.397801504
ENSG00000286598.1,0.690417469,-6.394926805,2.670079457,0.001045628,0.003404216,AC100756.3,6.394926805
ENSG00000018625.15,1635.979702,-6.390998882,0.391429874,9.17E-33,1.46E-30,ATP1A2,6.390998882
ENSG00000279688.1,2.3173242,-6.372958145,1.499373679,8.64E-08,6.31E-07,AQP7P3,6.372958145
ENSG00000267663.1,0.745632788,-6.366635985,2.805957838,0.005780888,0.015418317,PPIAP56,6.366635985
ENSG00000232679.2,30.29478135,6.362438665,0.512060983,1.20E-36,3.33E-34,LINC01705,6.362438665
ENSG00000084674.15,471.5047589,-6.357796191,0.53448865,7.87E-34,1.43E-31,APOB,6.357796191
ENSG00000167434.10,647.3211573,-6.31773674,0.565959444,3.33E-30,3.95E-28,CA4,6.31773674
ENSG00000236333.4,855.1726988,-6.278214546,0.573440561,3.47E-29,3.59E-27,TRHDE-AS1,6.278214546
ENSG00000163380.16,25.07884583,-6.275637626,0.163545526,0.00195036,0.005926052,LMOD3,6.275637626
ENSG00000237423.3,67.32605956,6.257744952,0.466728064,3.49E-27,2.93E-25,LINC01522,6.257744952
ENSG00000264663.1,0.77624178,6.244948269,1.145423524,0.021306793,0.047655207,KRT8P34,6.244948269
ENSG00000256513.1,5.119812916,-6.244173282,1.258532111,3.36E-08,2.63E-07,AC022081.1,6.244173282
ENSG00000233420.2,3.125034666,6.240814396,0.770743095,2.22E-05,0.000104554,AC002069.2,6.240814396
ENSG00000146147.15,21.39075512,-6.235017595,0.303520684,2.09E-07,1.43E-06,MLIP,6.235017595
ENSG00000288024.1,1.012048845,6.230299325,1.957468992,0.013630114,0.03249259,AC005301.2,6.230299325
ENSG00000165197.5,957.7155615,-6.215567887,0.331732679,1.28E-79,1.01E-75,VEGFD,6.215567887
ENSG00000188624.3,32.67030545,6.211549416,0.672129718,3.05E-21,1.36E-19,IGFL3,6.211549416
ENSG00000107807.13,40.29995088,6.175422198,0.799144775,7.67E-16,1.81E-14,TLX1,6.175422198
ENSG00000131914.11,26.65572111,6.149519242,0.791322535,4.49E-16,1.10E-14,LIN28A,6.149519242
ENSG00000259527.2,277.2781937,6.116680594,1.441682253,7.22E-07,4.48E-06,LINC00052,6.116680594
ENSG00000162006.9,5.85844344,6.115696861,0.658467248,1.66E-06,9.63E-06,MSLNL,6.115696861
ENSG00000249082.2,14.65838473,6.106132249,0.72411924,2.25E-19,8.11E-18,C5orf66-AS1,6.106132249
ENSG00000271239.1,33.03250552,-6.085724473,0.661170982,7.54E-22,3.53E-20,AC007423.1,6.085724473
ENSG00000203740.4,15.74697015,6.066178493,0.571202672,4.68E-30,5.43E-28,METTL11B,6.066178493
ENSG00000163827.13,136.5541037,-6.065662901,0.185220383,3.64E-78,2.04E-74,LRRC2,6.065662901
ENSG00000242440.2,2.09902446,6.05456677,1.055092173,7.75E-06,3.97E-05,LINC02046,6.05456677
ENSG00000198842.10,20.09686369,-6.051552334,0.305201521,0.000733131,0.002482573,STYXL2,6.051552334
ENSG00000205628.4,12.00179627,6.023116198,0.952295488,4.17E-06,2.26E-05,LINC01446,6.023116198
ENSG00000261540.1,3.618222105,6.010346962,1.419750181,0.000487047,0.001714439,AC079414.1,6.010346962
ENSG00000251604.1,5.04473304,6.005730527,1.162479601,1.68E-08,1.37E-07,LINC01385,6.005730527
ENSG00000105141.6,147.2445554,6.002731925,0.753104939,1.89E-09,1.81E-08,CASP14,6.002731925
ENSG00000250538.6,100.0328604,-5.997428183,0.574908117,3.22E-27,2.71E-25,AC104407.1,5.997428183
ENSG00000109158.11,13.17070767,-5.983381046,0.684798358,1.21E-19,4.49E-18,GABRA4,5.983381046
ENSG00000260469.3,15.7500789,5.972753176,1.00398004,4.86E-11,5.97E-10,INSYN1-AS1,5.972753176
ENSG00000173641.18,6589.010821,-5.968790463,0.487215132,8.12E-36,1.97E-33,HSPB7,5.968790463
ENSG00000228928.1,1.199407067,5.965147209,0.907091427,0.004758437,0.013001142,KPNA2P2,5.965147209
ENSG00000022267.19,29354.35218,-5.960348676,0.366089165,3.78E-40,1.49E-37,FHL1,5.960348676
ENSG00000154252.12,53.05897767,5.942958129,0.596258255,9.54E-25,5.99E-23,GAL3ST2,5.942958129
ENSG00000084453.16,162.2412544,-5.935958393,0.618161618,4.19E-23,2.20E-21,SLCO1A2,5.935958393
ENSG00000130287.14,9.958792021,5.934811849,0.612515715,2.52E-05,0.000117341,NCAN,5.934811849
ENSG00000267250.1,0.534402327,-5.917721009,2.638460762,0.005309892,0.014312735,AC011591.1,5.917721009
ENSG00000250244.5,6.365492324,5.913976218,0.74606712,1.00E-20,4.19E-19,AC010307.4,5.913976218
ENSG00000274701.1,0.672902023,5.911787858,2.800633446,0.017734718,0.04075883,Metazoa_SRP,5.911787858
ENSG00000105388.16,1152.454821,5.892492425,0.593348887,1.76E-24,1.08E-22,CEACAM5,5.892492425
ENSG00000186971.3,2.63165573,-5.892406598,1.164520186,5.29E-10,5.51E-09,KRTAP13-4,5.892406598
ENSG00000260289.2,23.84417739,5.859789204,0.796170197,5.52E-15,1.17E-13,AC093515.1,5.859789204
ENSG00000266767.1,2.461944591,-5.855139705,1.042092037,1.86E-15,4.20E-14,AP000897.2,5.855139705
ENSG00000253434.8,33.51457402,-5.844093858,0.603140274,2.59E-23,1.39E-21,LINC02237,5.844093858
ENSG00000196611.5,591.8509442,5.829517941,0.49447738,2.65E-33,4.61E-31,MMP1,5.829517941
ENSG00000100362.13,615.4385165,5.824175511,0.635867914,2.93E-21,1.31E-19,PVALB,5.824175511
ENSG00000287148.1,376.7323315,-5.823242467,0.623551783,4.87E-22,2.32E-20,LINCADL,5.823242467
ENSG00000162494.6,8.670259522,-5.822507016,0.45396836,1.17E-12,1.82E-11,LRRC38,5.822507016
ENSG00000287012.1,16.16811037,-5.820466143,0.913098904,2.36E-07,1.60E-06,AC108667.2,5.820466143
ENSG00000256115.6,1.719471013,5.81706675,1.645540199,0.001424434,0.004477314,LINC02443,5.81706675
ENSG00000168334.9,55.29139463,-5.812226431,0.389231872,2.27E-16,5.77E-15,XIRP1,5.812226431
ENSG00000269353.1,63.54028079,5.808288351,0.722320657,5.79E-17,1.58E-15,AC092071.1,5.808288351
ENSG00000234979.1,4.77047616,5.800761604,0.857877117,9.44E-08,6.85E-07,Z82185.1,5.800761604
ENSG00000125820.6,12.82394569,5.785987799,1.000916328,3.01E-10,3.27E-09,NKX2-2,5.785987799
ENSG00000224525.2,39.87183257,-5.781003372,0.512627358,9.63E-31,1.24E-28,AL591686.1,5.781003372
ENSG00000187715.13,21.48748747,-5.780599021,0.395167258,2.55E-13,4.34E-12,KBTBD12,5.780599021
ENSG00000205279.8,2.075486363,-5.771944206,0.584254647,2.14E-05,0.000101145,CTXN3,5.771944206
ENSG00000138039.15,43.08577027,-5.769214796,0.586489049,2.48E-24,1.49E-22,LHCGR,5.769214796
ENSG00000234638.1,0.549357821,-5.757337063,0.947091794,0.001261128,0.004025199,AC053503.3,5.757337063
ENSG00000185149.6,324.5703299,-5.736851962,0.662409029,2.16E-19,7.81E-18,NPY2R,5.736851962
ENSG00000286464.1,0.564478755,5.73567072,1.651954263,0.017965659,0.041234106,AL583809.1,5.73567072
ENSG00000243953.1,3.98425194,-5.72766961,0.757735252,1.14E-25,8.09E-24,AC073359.1,5.72766961
ENSG00000286322.1,93.70055006,-5.72086535,0.538080605,1.68E-27,1.46E-25,AL356218.2,5.72086535
ENSG00000288638.1,5.641907479,-5.713295621,1.088249799,4.82E-09,4.31E-08,LNCDAT,5.713295621
ENSG00000133800.9,2792.979744,-5.703700848,0.33350368,1.25E-66,5.44E-63,LYVE1,5.703700848
ENSG00000186466.5,69.40430067,-5.696935542,0.519999604,4.22E-29,4.34E-27,AQP7P1,5.696935542
ENSG00000180264.11,126.6289056,-5.691228714,0.594411375,3.72E-23,1.97E-21,ADGRD2,5.691228714
ENSG00000287942.1,0.505144333,-5.688845311,2.672888713,0.013935019,0.033124972,AC022360.1,5.688845311
ENSG00000249001.5,13.23598665,5.686164796,0.651053049,1.95E-20,7.87E-19,AC093895.1,5.686164796
ENSG00000224294.1,1.459755704,5.675763049,1.246100216,0.000155245,0.000611419,PINCR,5.675763049
ENSG00000277737.3,82.09470878,-5.659720313,0.631869512,2.04E-20,8.23E-19,FP325317.1,5.659720313
ENSG00000129654.8,424.7679007,5.65640575,0.527587591,4.56E-28,4.25E-26,FOXJ1,5.65640575
ENSG00000234438.5,3.099736249,-5.643995315,0.364919789,1.13E-07,8.13E-07,KBTBD13,5.643995315
ENSG00000197616.13,2.628377024,-5.638685895,0.585423931,8.16E-05,0.000342114,MYH6,5.638685895
ENSG00000231165.3,3.833764103,-5.629515173,0.797263159,1.87E-20,7.62E-19,TRBV26OR9-2,5.629515173
ENSG00000187288.12,7498.041954,-5.628017095,0.559265107,3.73E-25,2.43E-23,CIDEC,5.628017095
ENSG00000155886.11,235.0648146,5.624587711,0.406381556,1.03E-44,7.38E-42,SLC24A2,5.624587711
ENSG00000263331.1,0.453201654,-5.615890331,2.530316718,0.004222708,0.01172414,AC008551.1,5.615890331
ENSG00000286649.1,28.15796664,-5.60049494,0.722289166,1.59E-16,4.12E-15,AC006566.2,5.60049494
ENSG00000287139.1,1.402514973,5.599062952,1.656838193,0.000242977,0.000915949,AL513317.1,5.599062952
ENSG00000143028.9,81.13266554,-5.587389061,0.26124862,1.51E-07,1.06E-06,SYPL2,5.587389061
ENSG00000133454.16,26.04822354,-5.587214603,0.36694252,0.001422693,0.004472564,MYO18B,5.587214603
ENSG00000257035.1,3.366758855,5.584934785,1.626910301,0.000200936,0.000770782,AC025252.2,5.584934785
ENSG00000183566.10,3.496811491,5.580542566,1.315078387,1.82E-06,1.05E-05,BPIFA4P,5.580542566
ENSG00000234752.1,1.35958224,5.573759301,1.459058644,2.46E-06,1.39E-05,LINC02676,5.573759301
ENSG00000250572.1,3.219028771,-5.568872501,1.133828857,1.66E-08,1.36E-07,AC108516.1,5.568872501
ENSG00000226542.1,1.239683269,-5.561075349,1.344137002,4.39E-09,3.96E-08,AC114814.1,5.561075349
ENSG00000233854.2,1.375601284,5.558678336,1.068769294,0.003591023,0.010179661,POU6F2-AS2,5.558678336
ENSG00000161649.13,2330.012941,-5.551217803,0.46158788,1.42E-34,2.88E-32,CD300LG,5.551217803
ENSG00000281769.1,65.0319099,-5.549095426,0.446460253,6.58E-22,3.09E-20,LINC01230,5.549095426
ENSG00000149021.7,3.261786832,-5.546337875,0.90847176,4.45E-06,2.40E-05,SCGB1A1,5.546337875
ENSG00000270460.1,3.757023944,5.545362022,1.109716517,2.80E-08,2.22E-07,AC106900.1,5.545362022
ENSG00000184811.4,7953.757413,-5.542437949,0.624738582,4.01E-20,1.56E-18,TRARG1,5.542437949
ENSG00000170950.6,2.312029321,5.537934274,1.281483286,5.12E-07,3.27E-06,PGK2,5.537934274
ENSG00000181856.15,1319.433807,-5.534923169,0.422204493,1.66E-40,7.09E-38,SLC2A4,5.534923169
ENSG00000123612.16,1722.27941,-5.529709432,0.430423828,4.78E-39,1.71E-36,ACVR1C,5.529709432
ENSG00000249955.2,55.63350486,-5.525536214,0.840443402,2.10E-12,3.15E-11,AC084866.1,5.525536214
ENSG00000127928.13,20.64390259,5.524354,0.980502022,8.29E-10,8.41E-09,GNGT1,5.524354
ENSG00000267653.1,90.6896259,-5.517397875,0.584583441,1.59E-22,7.89E-21,AC002546.1,5.517397875
ENSG00000185271.9,50.39377831,-5.508088784,0.225021497,4.81E-42,2.74E-39,KLHL33,5.508088784
ENSG00000285778.2,2.901773057,-5.50097671,0.993278887,1.12E-11,1.51E-10,AL591463.1,5.50097671
ENSG00000166819.12,30593.06509,-5.500839866,0.535810926,5.13E-26,3.78E-24,PLIN1,5.500839866
ENSG00000235310.1,7.261069818,-5.494075707,0.867796167,6.62E-07,4.14E-06,GXYLT1P6,5.494075707
ENSG00000196218.13,416.0794197,-5.485880615,0.280433168,4.71E-06,2.52E-05,RYR1,5.485880615
ENSG00000167588.13,17931.13478,-5.485058583,0.513988845,7.60E-28,6.93E-26,GPD1,5.485058583
ENSG00000182459.5,4.329755717,5.43842054,0.851139674,3.26E-14,6.24E-13,TEX19,5.43842054
ENSG00000196616.14,26935.3249,-5.428684111,0.530371203,7.19E-26,5.19E-24,ADH1B,5.428684111
ENSG00000277268.2,7.480311779,5.425247351,1.208959246,3.70E-07,2.43E-06,LHX1-DT,5.425247351
