ENSG,baseMean,log2FoldChange,lfcSE,pvalue,padj,Symbol,absLFC
ENSG00000164270.18,5.87268966,-2.412394673,0.393298004,8.55E-11,1.01E-09,HTR4,2.412394673
ENSG00000172201.12,4165.64733,-2.411998432,0.340798605,1.47E-13,2.57E-12,ID4,2.411998432
ENSG00000154027.19,2336.254239,-2.411121785,0.398584862,1.36E-10,1.56E-09,AK5,2.411121785
ENSG00000196167.10,184.8213339,-2.409605823,0.31734662,3.11E-15,6.80E-14,COLCA1,2.409605823
ENSG00000231402.1,10.50280273,2.40886436,0.65960973,2.29E-05,0.000107753,WASF5P,2.40886436
ENSG00000179381.8,2.521384769,2.408857331,1.185972518,0.002369269,0.00704842,OR4K11P,2.408857331
ENSG00000233608.4,594.2311095,-2.408634021,0.253920998,2.51E-22,1.22E-20,TWIST2,2.408634021
ENSG00000173467.9,4457.634261,2.40758659,0.481592651,6.12E-08,4.57E-07,AGR3,2.40758659
ENSG00000146648.19,6431.485394,-2.407579435,0.239824261,1.27E-33,2.25E-31,EGFR,2.407579435
ENSG00000101222.12,91.23671452,2.407288623,0.337207238,9.89E-14,1.77E-12,SPEF1,2.407288623
ENSG00000228937.1,1.235409978,-2.405566901,0.682490437,2.73E-05,0.000126053,MTA3P1,2.405566901
ENSG00000273006.1,1.490159257,-2.405357058,0.598765709,2.66E-06,1.49E-05,AC009229.3,2.405357058
ENSG00000176058.13,1786.962455,2.405250149,0.202945704,2.60E-33,4.53E-31,TPRN,2.405250149
ENSG00000069431.11,2054.847212,-2.405114411,0.314349481,2.06E-15,4.61E-14,ABCC9,2.405114411
ENSG00000186831.11,7.146347768,-2.40483989,0.477841667,5.76E-08,4.32E-07,KRT17P2,2.40483989
ENSG00000237555.1,2.158892429,2.403915267,0.852877195,0.000412044,0.001476489,AL031681.1,2.403915267
ENSG00000137731.14,11.9550846,-2.402202884,0.243915142,7.32E-24,4.13E-22,FXYD2,2.402202884
ENSG00000217236.2,3.623202182,-2.400987949,0.56881474,2.72E-06,1.52E-05,SP9,2.400987949
ENSG00000258053.1,1.228448314,2.400607269,1.240510503,0.00365603,0.010338576,AC025575.2,2.400607269
ENSG00000167646.14,64.67289116,2.399866802,0.331113552,4.42E-14,8.28E-13,DNAAF3,2.399866802
ENSG00000225243.5,2.421613833,-2.398356705,0.590418277,4.77E-06,2.55E-05,AL021026.1,2.398356705
ENSG00000237070.1,4.009044559,-2.397905641,0.446054688,6.94E-09,6.07E-08,AC005550.2,2.397905641
ENSG00000286848.1,8.527423615,-2.397394756,0.45829609,1.44E-08,1.19E-07,AC009570.2,2.397394756
ENSG00000111339.12,69.84598362,-2.397108755,0.373076247,1.28E-11,1.71E-10,ART4,2.397108755
ENSG00000244067.3,10.78747178,2.396815567,0.709956015,6.06E-05,0.000261291,GSTA2,2.396815567
ENSG00000165164.14,25.19147617,2.396696891,0.413410801,6.95E-10,7.12E-09,CFAP47,2.396696891
ENSG00000251504.1,0.642756606,-2.396001924,0.560311011,0.000860873,0.00286258,LINC01099,2.396001924
ENSG00000182631.7,2.917396008,2.3958103,0.494786606,1.64E-07,1.14E-06,RXFP3,2.3958103
ENSG00000275025.1,10.55085972,-2.395386247,0.544970671,9.63E-07,5.85E-06,AC002401.3,2.395386247
ENSG00000204140.10,65.76505505,2.395359053,0.503389006,1.89E-07,1.30E-06,CLPSL1,2.395359053
ENSG00000203930.12,203.831316,-2.395207493,0.376212091,1.89E-11,2.46E-10,LINC00632,2.395207493
ENSG00000280268.1,1.078060174,-2.394532527,0.746603809,0.000157461,0.000619374,AC025125.1,2.394532527
ENSG00000235027.1,10.15338968,2.394364688,0.413841117,0.019048701,0.043350086,AC068580.3,2.394364688
ENSG00000237612.1,0.787033528,-2.393746349,1.087804358,0.004665065,0.012778024,AP002856.4,2.393746349
ENSG00000248309.7,59.91325396,-2.393429568,0.265022712,1.83E-20,7.46E-19,MEF2C-AS1,2.393429568
ENSG00000151962.8,4.40003581,-2.393329757,0.492882138,1.38E-07,9.71E-07,RBM46,2.393329757
ENSG00000255542.1,0.76201247,-2.392994731,0.765470429,0.000183259,0.000710817,AC090625.2,2.392994731
ENSG00000133063.16,824.3143587,-2.391121104,0.536058355,7.07E-07,4.40E-06,CHIT1,2.391121104
ENSG00000260001.6,8.403119075,2.391118388,0.468247636,2.39E-08,1.91E-07,TGFBR3L,2.391118388
ENSG00000169618.7,44.13580985,-2.389994724,0.553155772,1.28E-06,7.60E-06,PROKR1,2.389994724
ENSG00000281097.1,3.165910845,-2.389116129,0.55501852,1.47E-06,8.59E-06,LINC01395,2.389116129
ENSG00000163545.11,422.9642867,2.388576811,0.202189757,3.97E-33,6.67E-31,NUAK2,2.388576811
ENSG00000120160.11,2.228170696,-2.388555072,0.496340982,2.08E-07,1.42E-06,EQTN,2.388555072
ENSG00000106823.12,4747.934384,-2.38854839,0.298501733,1.27E-16,3.33E-15,ECM2,2.38854839
ENSG00000163145.13,382.9654338,-2.388327965,0.378416681,2.77E-11,3.54E-10,C1QTNF7,2.388327965
ENSG00000225807.2,0.896579703,-2.38638599,0.794539126,0.000288776,0.001070216,AC069281.1,2.38638599
ENSG00000261701.7,2.869858186,-2.386230644,0.408900406,5.38E-10,5.60E-09,HPR,2.386230644
ENSG00000238099.3,40.33466083,-2.385979608,0.449586306,1.10E-08,9.31E-08,LINC01625,2.385979608
ENSG00000182334.3,0.588207893,-2.385716134,1.053882761,0.006994323,0.018230992,OR5P3,2.385716134
ENSG00000280119.1,167.2598921,2.384058137,0.385372976,6.34E-11,7.64E-10,AC093642.3,2.384058137
ENSG00000147573.17,24.47402959,-2.38403467,0.402053436,7.55E-11,8.99E-10,TRIM55,2.38403467
ENSG00000265480.5,3.829730856,2.384008465,0.411715586,1.04E-09,1.04E-08,KRT18P55,2.384008465
ENSG00000163808.17,402.9531233,2.383284018,0.230582372,5.24E-26,3.83E-24,KIF15,2.383284018
ENSG00000258425.1,1.42628307,-2.381591408,0.504568792,1.39E-07,9.81E-07,AC013451.1,2.381591408
ENSG00000275040.1,1.050669198,-2.381544206,0.631048297,1.01E-05,5.06E-05,AC009159.1,2.381544206
ENSG00000266559.1,1.147509251,-2.381064902,0.666154477,1.64E-05,7.90E-05,MIR4530,2.381064902
ENSG00000197903.8,1596.980166,2.380785758,0.287240416,1.38E-17,4.10E-16,H2BC12,2.380785758
ENSG00000051341.14,272.4090814,2.379901251,0.230355977,6.44E-26,4.68E-24,POLQ,2.379901251
ENSG00000287671.1,2.361711912,-2.378935141,0.587323589,2.97E-06,1.65E-05,AC068418.3,2.378935141
ENSG00000147647.13,18.18508602,-2.378750418,0.396654988,1.65E-10,1.86E-09,DPYS,2.378750418
ENSG00000225308.2,1.659853322,-2.378559773,0.703084193,0.001780963,0.005462048,ASS1P11,2.378559773
ENSG00000275830.2,9.234071108,-2.378559022,0.338059858,2.33E-13,3.98E-12,AL390755.1,2.378559022
ENSG00000141741.12,3075.734914,2.378345645,0.308787362,1.51E-15,3.46E-14,MIEN1,2.378345645
ENSG00000166917.11,1.921919547,-2.377875133,0.53203372,9.16E-07,5.58E-06,MIR202HG,2.377875133
ENSG00000230587.2,83.57528114,-2.377690638,0.281322072,3.12E-18,1.00E-16,LINC02580,2.377690638
ENSG00000238266.2,15.22553031,-2.376855019,0.390367658,1.10E-10,1.28E-09,LINC00707,2.376855019
ENSG00000213904.9,103.8559868,-2.376794615,0.26437798,2.68E-20,1.07E-18,LIPE-AS1,2.376794615
ENSG00000203785.9,5.291934763,-2.375071797,1.222399815,0.002772805,0.008098651,SPRR2E,2.375071797
ENSG00000125337.19,65.34733966,-2.374468277,0.385746194,7.40E-11,8.83E-10,KIF25,2.374468277
ENSG00000187492.9,28.93671058,2.373992054,0.580181126,3.79E-06,2.07E-05,CDHR4,2.373992054
ENSG00000019186.10,93.59376169,-2.373858856,0.599568097,6.50E-06,3.39E-05,CYP24A1,2.373858856
ENSG00000115380.20,13250.62336,-2.371966977,0.227808276,1.14E-26,9.01E-25,EFEMP1,2.371966977
ENSG00000253745.1,0.974467343,-2.371427227,0.712453578,7.84E-05,0.000329866,AC091163.1,2.371427227
ENSG00000256955.2,3.14716386,2.371005917,0.653074702,2.61E-05,0.00012076,AC131009.2,2.371005917
ENSG00000258498.8,128.9521788,-2.37083552,0.267951238,8.85E-20,3.34E-18,DIO3OS,2.37083552
ENSG00000259807.2,85.95829719,2.370782084,0.241946615,1.32E-23,7.32E-22,AC009093.1,2.370782084
ENSG00000286732.1,15.16837885,2.370156802,0.410762499,8.44E-10,8.54E-09,AC091181.2,2.370156802
ENSG00000134160.14,5.775507091,-2.370112475,0.460993896,2.01E-08,1.62E-07,TRPM1,2.370112475
ENSG00000162631.19,118.4750941,2.368869143,0.583835588,4.54E-06,2.44E-05,NTNG1,2.368869143
ENSG00000050438.17,1384.936313,2.368657168,0.33382874,1.55E-13,2.70E-12,SLC4A8,2.368657168
ENSG00000225708.6,11.21186062,2.368086423,0.959613481,0.000918162,0.00303229,AL354984.2,2.368086423
ENSG00000185294.7,3.037604709,2.367296887,0.688769624,5.91E-05,0.000255457,SPPL2C,2.367296887
ENSG00000278908.1,5.488420189,2.366648443,0.472790041,5.56E-08,4.19E-07,AC132154.1,2.366648443
ENSG00000249798.1,0.710033238,-2.366056842,0.799522498,0.000566702,0.001965422,HSD3BP3,2.366056842
ENSG00000260922.2,7.655703464,-2.364815051,0.486105784,1.28E-07,9.08E-07,AC009139.1,2.364815051
ENSG00000214866.9,5.069876892,-2.364316856,0.451355532,1.73E-08,1.41E-07,DCDC2C,2.364316856
ENSG00000184185.10,130.2383839,-2.363522422,0.305076271,0.001455459,0.004565336,KCNJ12,2.363522422
ENSG00000108924.14,1804.490736,-2.363366304,0.363306807,7.99E-12,1.10E-10,HLF,2.363366304
ENSG00000151725.12,950.3741905,2.363247934,0.230357194,1.17E-25,8.21E-24,CENPU,2.363247934
ENSG00000233055.1,1.228616949,-2.363247867,0.673460195,2.53E-05,0.00011758,AL353621.1,2.363247867
ENSG00000236651.1,3.21635538,2.363150737,0.728754409,0.000129711,0.000520063,DLX2-DT,2.363150737
ENSG00000204978.3,6.461125035,-2.363004996,0.421904324,2.07E-09,1.97E-08,ERICH4,2.363004996
ENSG00000155970.12,287.5689423,-2.362586928,0.222645882,2.85E-27,2.43E-25,MICU3,2.362586928
ENSG00000281880.2,0.681040926,2.362265593,1.25897584,0.012834008,0.030866363,PAUPAR,2.362265593
ENSG00000163263.7,16.63221095,2.362184482,0.416319277,1.23E-09,1.22E-08,C1orf189,2.362184482
ENSG00000143320.9,21182.63532,2.362160156,0.278308609,2.92E-18,9.44E-17,CRABP2,2.362160156
ENSG00000278192.1,15.37605571,-2.362078507,0.438094256,7.05E-09,6.15E-08,AL118505.1,2.362078507
ENSG00000258408.1,5.881909539,2.361682801,0.617768815,1.21E-05,5.97E-05,NT5CP2,2.361682801
ENSG00000167968.13,51.24531468,2.361577599,0.294486583,1.13E-16,2.98E-15,DNASE1L2,2.361577599
ENSG00000260062.3,0.940912816,-2.3614483,0.907744004,0.001180679,0.003794942,GOLGA2P11,2.3614483
ENSG00000186193.9,494.6135472,2.36139982,0.291663102,5.92E-17,1.62E-15,SAPCD2,2.36139982
ENSG00000284636.1,4.59586887,2.361103332,0.60952879,1.14E-05,5.64E-05,AC073648.6,2.361103332
ENSG00000086696.11,249.594961,-2.360918193,0.50991688,3.42E-07,2.25E-06,HSD17B2,2.360918193
ENSG00000217702.3,12.96118616,2.360594526,0.314256366,0.000412437,0.001477626,AC073263.1,2.360594526
ENSG00000172927.8,687.9481048,-2.360232027,0.463582407,3.39E-08,2.65E-07,MYEOV,2.360232027
ENSG00000230716.3,11.06904891,2.359825906,0.442720403,1.05E-08,8.95E-08,KRT8P7,2.359825906
ENSG00000204136.11,1068.111497,-2.359596134,0.192255896,1.40E-35,3.32E-33,GGTA1,2.359596134
ENSG00000257683.1,5.355981896,2.35953231,0.575653297,4.41E-06,2.38E-05,LINC02463,2.35953231
ENSG00000179094.16,5562.528871,-2.359241663,0.24458758,4.21E-23,2.21E-21,PER1,2.359241663
ENSG00000179934.7,29.72982085,2.359198193,0.534345033,9.89E-07,6.00E-06,CCR8,2.359198193
ENSG00000257008.6,4.178158499,-2.359100303,0.432209551,4.88E-09,4.37E-08,GPR142,2.359100303
ENSG00000262801.6,15.52041338,2.358937001,0.534427002,9.72E-07,5.89E-06,U91319.1,2.358937001
ENSG00000157152.17,573.5871017,-2.358895167,0.395385453,2.41E-10,2.65E-09,SYN2,2.358895167
ENSG00000259087.5,21.82019426,2.358528314,0.550158012,1.76E-06,1.01E-05,AL121790.2,2.358528314
ENSG00000264570.1,8.956131657,2.358479383,0.610402479,9.92E-06,4.97E-05,SNX19P3,2.358479383
ENSG00000255191.1,18.98699143,-2.358476313,0.334741098,2.41E-13,4.11E-12,AP003555.2,2.358476313
ENSG00000287657.1,5.571702533,-2.357816078,0.432677153,6.22E-09,5.49E-08,AC068228.3,2.357816078
ENSG00000225840.2,20.10926639,-2.357651714,0.661500607,0.018161626,0.041620658,AC010970.1,2.357651714
ENSG00000266968.2,59.67276206,-2.357497868,0.51132866,3.91E-07,2.55E-06,AC023421.1,2.357497868
ENSG00000182481.10,6538.085522,2.357408363,0.204464176,1.20E-31,1.68E-29,KPNA2,2.357408363
ENSG00000170145.5,7387.961837,-2.357253367,0.219936107,4.59E-28,4.26E-26,SIK2,2.357253367
ENSG00000233926.1,6.983753986,-2.357019651,0.280800796,5.97E-18,1.85E-16,AL591368.1,2.357019651
ENSG00000185499.16,15292.10446,2.356788552,0.332256257,1.73E-13,2.99E-12,MUC1,2.356788552
ENSG00000281969.1,9.533086563,-2.356646459,0.390623206,2.08E-10,2.32E-09,AL592158.1,2.356646459
ENSG00000182950.3,48.8496964,-2.356325056,0.287365966,2.04E-17,5.93E-16,ODF3L1,2.356325056
ENSG00000185742.7,12.05862395,-2.356249839,0.509819659,3.33E-07,2.20E-06,C11orf87,2.356249839
ENSG00000188306.6,16.80199715,2.354604127,0.498212816,2.42E-07,1.64E-06,LRRIQ4,2.354604127
ENSG00000248698.6,34.57382757,-2.354485929,0.439769743,9.00E-09,7.75E-08,LINC01085,2.354485929
ENSG00000075429.9,2.18882191,2.353335988,0.500255487,1.36E-06,8.00E-06,CACNG5,2.353335988
ENSG00000218186.2,2.796493134,2.353060619,0.558862874,3.03E-06,1.68E-05,KRT8P43,2.353060619
ENSG00000274997.2,2.538581422,2.352405235,0.534034413,0.001361685,0.004307998,H2AC12,2.352405235
ENSG00000273771.1,22.84483668,-2.351952733,0.278384996,3.52E-18,1.12E-16,AC024337.2,2.351952733
ENSG00000187824.9,455.8037106,-2.35144761,0.193315422,5.17E-35,1.11E-32,TMEM220,2.35144761
ENSG00000214856.11,0.943426698,-2.351064356,0.703767248,7.46E-05,0.000315595,KRT16P1,2.351064356
ENSG00000227019.2,0.717858619,-2.350566792,1.174045467,0.011542449,0.028151336,OR7E101P,2.350566792
ENSG00000227158.1,4.775338798,-2.350307236,0.398562021,5.68E-10,5.90E-09,AC073621.1,2.350307236
ENSG00000136155.17,19.22396492,-2.350252641,0.462881807,3.22E-08,2.52E-07,SCEL,2.350252641
ENSG00000204019.5,2.436951719,2.349758345,1.277353071,0.000117951,0.000477346,CT83,2.349758345
ENSG00000242611.2,36.91754841,-2.349137781,0.422815012,2.85E-09,2.66E-08,AC093627.6,2.349137781
ENSG00000235529.1,18.21720281,2.34813979,0.330569278,1.40E-13,2.45E-12,AGAP1-IT1,2.34813979
ENSG00000199753.1,42.14218278,2.347955108,0.417329798,1.91E-09,1.84E-08,SNORD104,2.347955108
ENSG00000286507.1,5.070186816,-2.346647669,0.290419557,6.40E-17,1.74E-15,AC004947.3,2.346647669
ENSG00000149243.16,371.1779829,2.345781415,0.330447095,1.32E-13,2.33E-12,KLHL35,2.345781415
ENSG00000261040.7,42.8924291,2.34513725,0.445092099,1.46E-08,1.20E-07,WFDC21P,2.34513725
ENSG00000287611.1,1.026843134,-2.34499854,0.826030037,0.000458564,0.001625686,AC007922.4,2.34499854
ENSG00000233681.1,0.782377182,-2.344438578,1.067536251,0.004408527,0.012166965,CEACAMP1,2.344438578
ENSG00000255815.3,69.39937297,2.344017168,0.428170224,4.60E-09,4.13E-08,KRT8P11,2.344017168
ENSG00000090534.20,171.1607409,2.343811196,0.355948237,4.67E-12,6.65E-11,THPO,2.343811196
ENSG00000249588.1,0.895703492,-2.34338442,0.729657298,7.47E-05,0.000315642,AC010280.3,2.34338442
ENSG00000099769.6,87.72398239,2.343122996,0.363452334,1.24E-11,1.66E-10,IGFALS,2.343122996
ENSG00000180596.7,308.1127694,2.34305409,0.365428345,1.54E-11,2.03E-10,H2BC4,2.34305409
ENSG00000233569.2,4.638888401,-2.342477881,0.53603376,1.59E-06,9.27E-06,AL161630.1,2.342477881
ENSG00000261480.1,0.696920569,-2.342317359,0.970050543,0.003281691,0.009399779,AC055876.5,2.342317359
ENSG00000225537.1,3.206864522,2.34182689,0.907932972,0.000797176,0.002674546,AC073325.1,2.34182689
ENSG00000166342.19,45.50054765,2.341510956,0.444944699,1.48E-08,1.22E-07,NETO1,2.341510956
ENSG00000248346.1,1.096177248,-2.34138006,0.832355039,0.000305983,0.001127921,AC092435.1,2.34138006
ENSG00000115295.20,2086.738567,-2.341371642,0.235342375,2.75E-24,1.63E-22,CLIP4,2.341371642
ENSG00000163792.6,19.63902487,-2.341357988,0.350134914,2.15E-12,3.22E-11,TCF23,2.341357988
ENSG00000247011.2,12.12024748,2.341187102,0.371536046,0.002729888,0.007990532,AC005920.1,2.341187102
ENSG00000178947.9,450.367524,-2.3408276,0.263784254,7.70E-20,2.92E-18,SMIM10L2A,2.3408276
ENSG00000224057.1,3.927339025,-2.340171669,0.472480863,7.21E-08,5.33E-07,EGFR-AS1,2.340171669
ENSG00000283891.1,0.587176448,-2.339679729,0.979715064,0.004314038,0.011938059,MIR628,2.339679729
ENSG00000121621.7,303.8002498,2.339510401,0.219116737,1.59E-27,1.39E-25,KIF18A,2.339510401
ENSG00000253182.1,7.81650789,2.339455661,0.727930183,0.00011897,0.000481066,AC084026.1,2.339455661
ENSG00000260220.7,14.291357,2.338889775,0.505779509,4.10E-07,2.67E-06,CCDC187,2.338889775
ENSG00000259496.2,1.01200376,2.338655392,0.732860574,0.0001352,0.000540194,GEMIN8P1,2.338655392
ENSG00000162761.14,34.48919994,-2.33788328,0.430281243,5.02E-09,4.47E-08,LMX1A,2.33788328
ENSG00000140067.6,4.479115078,-2.33719201,0.524148788,5.12E-07,3.27E-06,FAM181A,2.33719201
ENSG00000267696.6,0.647397656,-2.337086367,1.084789757,0.006922666,0.018068567,ERVK-28,2.337086367
ENSG00000138778.13,618.8925542,2.336135052,0.219134768,1.87E-27,1.63E-25,CENPE,2.336135052
ENSG00000109610.6,3028.152377,-2.334513271,0.344095783,1.08E-12,1.68E-11,SOD3,2.334513271
ENSG00000006747.15,1119.633296,2.334235374,0.456688407,0.00219506,0.006592564,SCIN,2.334235374
ENSG00000186891.14,229.6374037,2.333683069,0.318232721,2.46E-14,4.77E-13,TNFRSF18,2.333683069
ENSG00000214207.2,8.928790541,2.333472106,0.33797536,7.14E-13,1.14E-11,KRT18P10,2.333472106
ENSG00000229694.7,10.1920941,-2.332994455,0.340563276,1.12E-12,1.74E-11,LINC00484,2.332994455
ENSG00000243422.2,12.09358705,-2.332791246,0.279531056,1.28E-17,3.84E-16,RPL23AP49,2.332791246
ENSG00000140009.18,80.34290933,-2.332535327,0.276393531,3.12E-18,1.00E-16,ESR2,2.332535327
ENSG00000198807.13,419.6608024,2.332374457,0.273238983,1.62E-18,5.39E-17,PAX9,2.332374457
ENSG00000261294.1,2.241228611,2.332319563,0.938365033,0.004544902,0.012492439,AC120498.6,2.332319563
ENSG00000288010.1,1.290946022,-2.332158661,0.524876623,5.48E-07,3.48E-06,AL035587.3,2.332158661
ENSG00000234944.1,3.387899211,-2.332117147,0.526898418,1.02E-06,6.15E-06,LINC02623,2.332117147
ENSG00000109339.24,1179.045403,-2.331629015,0.359915336,9.69E-12,1.31E-10,MAPK10,2.331629015
ENSG00000136014.12,71.66273138,-2.331252423,0.243179233,1.26E-22,6.32E-21,USP44,2.331252423
ENSG00000243818.5,0.959625536,-2.331201599,1.351504745,0.012879989,0.030963679,AC021074.3,2.331201599
ENSG00000107731.12,3633.151861,2.330599544,0.196635839,2.81E-33,4.82E-31,UNC5B,2.330599544
ENSG00000005187.12,507.1148229,-2.330015363,0.369041125,2.86E-11,3.64E-10,ACSM3,2.330015363
ENSG00000240583.13,15364.23365,-2.330006675,0.183938373,4.09E-38,1.37E-35,AQP1,2.330006675
ENSG00000254006.5,2.937546234,-2.329091726,0.434400172,1.18E-08,9.90E-08,AC104232.1,2.329091726
ENSG00000263527.1,1.35410446,2.329056183,0.657470795,2.63E-05,0.000121764,MIR4526,2.329056183
ENSG00000170703.15,23.18504294,2.32852997,0.535176067,1.29E-06,7.65E-06,TTLL6,2.32852997
ENSG00000274698.1,5.05593363,2.328504282,0.566935121,3.95E-06,2.15E-05,AC099521.1,2.328504282
ENSG00000249942.1,4.329222291,2.328335109,0.727899449,0.000103306,0.00042353,AC239584.1,2.328335109
ENSG00000197696.10,667.4157151,-2.328141443,0.290761448,1.25E-16,3.29E-15,NMB,2.328141443
ENSG00000163395.17,50.20766558,-2.327965109,0.375797247,3.19E-09,2.95E-08,IGFN1,2.327965109
ENSG00000168350.8,2349.109129,2.327204711,0.345263801,1.74E-12,2.65E-11,DEGS2,2.327204711
ENSG00000204950.4,177.8214483,2.32686141,0.355253952,6.12E-12,8.52E-11,LRRC10B,2.32686141
ENSG00000236516.1,5.741187571,2.326586913,0.749092127,0.000166891,0.000652481,KLF2P4,2.326586913
ENSG00000279526.1,8.705881088,-2.325945475,0.312293998,1.24E-14,2.50E-13,AC011239.2,2.325945475
ENSG00000205704.7,7.246111803,2.325410061,0.395340278,5.23E-10,5.46E-09,LINC00634,2.325410061
ENSG00000178821.13,59.5653408,-2.32451664,0.226049618,0.00875419,0.022158479,TMEM52,2.32451664
ENSG00000183248.12,1135.729397,2.323553146,0.283466197,2.82E-17,8.06E-16,PRR36,2.323553146
ENSG00000130477.15,49.82629291,2.322861655,0.349009473,3.06E-12,4.49E-11,UNC13A,2.322861655
ENSG00000006128.12,59.72688696,-2.322706424,0.480998946,1.34E-07,9.49E-07,TAC1,2.322706424
ENSG00000269139.2,1.690966788,2.322616135,0.671489795,3.20E-05,0.000145713,AC010336.5,2.322616135
ENSG00000213771.3,3.576346453,2.322150584,0.457007223,6.05E-08,4.52E-07,KRT8P37,2.322150584
ENSG00000196684.12,718.9084046,2.322138361,0.345175893,2.03E-12,3.06E-11,HSH2D,2.322138361
ENSG00000231566.2,6.133995446,-2.321646885,0.493856434,2.64E-07,1.78E-06,LINC02595,2.321646885
ENSG00000267532.5,27.94052417,-2.320853855,0.242519288,1.36E-22,6.79E-21,MIR497HG,2.320853855
ENSG00000236581.9,16.34682662,-2.320646673,0.301315693,1.93E-15,4.36E-14,STARD13-AS,2.320646673
ENSG00000165553.4,3.353340963,2.320393201,0.759935107,0.000188373,0.000728854,NGB,2.320393201
ENSG00000218358.2,7.835702117,2.320203723,0.469925988,9.39E-08,6.82E-07,RAET1K,2.320203723
ENSG00000240409.1,8.86337081,2.319997371,0.335131084,0.000156656,0.000616516,MTATP8P1,2.319997371
ENSG00000212396.1,0.579136568,2.31998334,0.884739374,0.002420926,0.007185769,RNA5SP323,2.31998334
ENSG00000158106.14,1668.791476,2.31994834,0.274577209,3.28E-18,1.05E-16,RHPN1,2.31994834
ENSG00000178171.11,0.957145493,2.319122771,0.903362713,0.001421982,0.004471755,AMER3,2.319122771
ENSG00000277504.1,2.218450731,2.31862533,0.611479191,1.50E-05,7.27E-05,AC010536.3,2.31862533
ENSG00000238120.1,18.22069724,-2.318549224,0.311919847,1.07E-14,2.18E-13,LINC01589,2.318549224
ENSG00000170276.6,2.663363669,-2.31826074,0.544109111,1.28E-06,7.58E-06,HSPB2,2.31826074
ENSG00000255362.1,12.47646401,-2.318061173,0.286087855,1.75E-09,1.69E-08,LINC02761,2.318061173
ENSG00000246095.2,9.488381894,2.317885615,0.493087495,2.69E-07,1.81E-06,LINC01096,2.317885615
ENSG00000260792.1,11.8578877,2.317666436,0.424645614,4.96E-09,4.43E-08,LINC02280,2.317666436
ENSG00000179636.15,13.2012826,-2.317649157,0.490945419,2.50E-07,1.69E-06,TPPP2,2.317649157
ENSG00000234457.1,1.169863432,-2.317345079,0.562060656,2.86E-06,1.60E-05,AC006960.1,2.317345079
ENSG00000243243.5,9.926807209,-2.317026801,0.307411863,6.50E-15,1.36E-13,AC073130.2,2.317026801
ENSG00000274736.5,21.76481445,-2.31697468,0.32151836,5.84E-14,1.07E-12,CCL23,2.31697468
ENSG00000225647.2,1.633530773,2.316904291,0.662838517,4.77E-05,0.000209718,AC005487.1,2.316904291
ENSG00000138160.7,1259.210537,2.316197743,0.198075608,1.55E-32,2.40E-30,KIF11,2.316197743
ENSG00000174175.17,924.5873246,-2.315628116,0.316046842,2.54E-14,4.92E-13,SELP,2.315628116
ENSG00000283538.3,17.68612673,2.315087934,0.371852354,5.33E-11,6.51E-10,AC005972.3,2.315087934
ENSG00000170835.16,124.1669121,2.315019917,0.425123139,5.41E-09,4.81E-08,CEL,2.315019917
ENSG00000277775.2,4.067277422,2.315017202,0.662499893,4.48E-05,0.000198024,H3C7,2.315017202
ENSG00000130635.16,22243.29145,2.31461704,0.255682423,2.29E-20,9.20E-19,COL5A1,2.31461704
ENSG00000233377.1,1.00853273,-2.314477712,0.932719817,0.001128186,0.003645909,MTND4P20,2.314477712
ENSG00000264491.1,5.784414401,2.314053627,0.484847431,1.93E-07,1.33E-06,AC005544.1,2.314053627
ENSG00000164638.10,1402.13927,-2.314043279,0.38519016,1.66E-10,1.87E-09,SLC29A4,2.314043279
ENSG00000071539.14,616.5199036,2.313489714,0.212877163,1.92E-28,1.84E-26,TRIP13,2.313489714
ENSG00000145949.11,107.2721557,-2.313184216,0.194063714,6.90E-07,4.30E-06,MYLK4,2.313184216
ENSG00000288556.1,2.261380643,-2.312380772,0.761667046,0.000229796,0.000870103,AL158157.1,2.312380772
ENSG00000183090.5,5.524672764,-2.3123145,0.434194869,1.37E-08,1.14E-07,FREM3,2.3123145
ENSG00000234964.4,7.063121664,-2.310910315,0.352974025,8.92E-12,1.22E-10,FABP5P7,2.310910315
ENSG00000235142.10,22.06488895,2.310417788,0.481334966,0.00047705,0.001683171,LINC02532,2.310417788
ENSG00000205022.9,3.475420916,2.309235421,0.699650123,7.78E-05,0.000327601,PABPN1L,2.309235421
ENSG00000184995.7,6.018401529,-2.308824275,0.395812131,5.89E-10,6.09E-09,IFNE,2.308824275
ENSG00000006016.11,338.0768817,2.308439806,0.378422538,0.018506653,0.042279666,CRLF1,2.308439806
ENSG00000286855.1,0.525177476,-2.308355836,1.090055571,0.010528302,0.025982774,AC074024.1,2.308355836
ENSG00000170989.10,3312.644419,-2.308315757,0.2190008,5.51E-27,4.52E-25,S1PR1,2.308315757
ENSG00000170421.12,57664.33423,2.307753008,0.30637488,5.56E-15,1.18E-13,KRT8,2.307753008
ENSG00000162188.6,5.671945681,2.307647567,0.454921695,4.31E-08,3.31E-07,GNG3,2.307647567
ENSG00000124785.9,1937.474885,-2.307599053,0.247036295,1.05E-21,4.86E-20,NRN1,2.307599053
ENSG00000172935.9,467.9057088,-2.306207995,0.238372068,4.22E-23,2.22E-21,MRGPRF,2.306207995
ENSG00000196550.10,41.68035689,2.305597554,0.269981976,1.61E-18,5.36E-17,FAM72A,2.305597554
