symbol,subtype,mean_expr
MICALL2,Basal-like,358.15984226804125
MICALL2,HER2-enriched,347.3984879310345
MICALL2,Luminal A,425.43980173160173
MICALL2,Luminal B,437.6827039370079
MICALL2,Normal-like,448.19545
MICB,Basal-like,192.52749587628867
MICB,HER2-enriched,147.05508103448275
MICB,Luminal A,214.60692640692642
MICB,Luminal B,273.3541771653543
MICB,Normal-like,147.2443375
MKI67,Basal-like,4448.011655670103
MKI67,HER2-enriched,3623.434920689655
MKI67,Luminal A,1333.826116017316
MKI67,Luminal B,3187.8767078740157
MKI67,Normal-like,1743.3442125
MMP1,Basal-like,1420.7519762886598
MMP1,HER2-enriched,2001.4547586206895
MMP1,Luminal A,254.02468874458873
MMP1,Luminal B,559.6391244094489
MMP1,Normal-like,287.70925
MMP11,Basal-like,5168.69767628866
MMP11,HER2-enriched,11455.506684482758
MMP11,Luminal A,9913.573657575758
MMP11,Luminal B,9146.882347244094
MMP11,Normal-like,2871.0595375000003
MMP13,Basal-like,353.6283175257732
MMP13,HER2-enriched,1012.5821448275861
MMP13,Luminal A,597.7374333333333
MMP13,Luminal B,492.40985984251967
MMP13,Normal-like,182.4017875
MMP14,Basal-like,9023.973394845361
MMP14,HER2-enriched,10772.660610344828
MMP14,Luminal A,10036.65047965368
MMP14,Luminal B,7672.961009448819
MMP14,Normal-like,5676.555025
MMP9,Basal-like,2939.9883402061855
MMP9,HER2-enriched,2095.074377586207
MMP9,Luminal A,1640.5982562770562
MMP9,Luminal B,1812.168855905512
MMP9,Normal-like,6164.0950375
MND1,Basal-like,151.28445360824742
MND1,HER2-enriched,124.96331379310345
MND1,Luminal A,36.14812380952381
MND1,Luminal B,87.99560866141732
MND1,Normal-like,95.779225
MNX1,Basal-like,29.890272164948453
MNX1,HER2-enriched,54.99639655172414
MNX1,Luminal A,17.80832251082251
MNX1,Luminal B,29.278331496062993
MNX1,Normal-like,10.9374875
MSLN,Basal-like,2679.538254639175
MSLN,HER2-enriched,145.68872931034483
MSLN,Luminal A,117.68139090909091
MSLN,Luminal B,130.26633228346458
MSLN,Normal-like,169.2443
MTHFD2,Basal-like,3178.7061216494844
MTHFD2,HER2-enriched,2977.0978137931033
MTHFD2,Luminal A,1564.3424012987014
MTHFD2,Luminal B,2244.742659055118
MTHFD2,Normal-like,1928.096875
MUC1,Basal-like,4535.676267010309
MUC1,HER2-enriched,14759.186977586207
MUC1,Luminal A,15382.942191341992
MUC1,Luminal B,11412.528412598425
MUC1,Normal-like,7938.004675
MXD3,Basal-like,224.9979350515464
MXD3,HER2-enriched,221.5219603448276
MXD3,Luminal A,142.12654372294372
MXD3,Luminal B,226.5022755905512
MXD3,Normal-like,312.7696125
MXRA5,Basal-like,6008.344875257732
MXRA5,HER2-enriched,9312.595963793103
MXRA5,Luminal A,10454.09405021645
MXRA5,Luminal B,6832.8089803149605
MXRA5,Normal-like,7301.8106625
MYBL1,Basal-like,785.9751680412371
MYBL1,HER2-enriched,244.45332413793102
MYBL1,Luminal A,246.66458051948052
MYBL1,Luminal B,592.5650456692913
MYBL1,Normal-like,447.3789875
MYBL2,Basal-like,2733.0844804123712
MYBL2,HER2-enriched,1910.4170620689656
MYBL2,Luminal A,491.0662995670996
MYBL2,Luminal B,1697.2139251968504
MYBL2,Normal-like,1232.279225
NACC1,Basal-like,2171.8631649484537
NACC1,HER2-enriched,2696.760194827586
NACC1,Luminal A,2065.441932034632
NACC1,Luminal B,2309.025333070866
NACC1,Normal-like,2528.289575
NCAPG,Basal-like,949.1447659793814
NCAPG,HER2-enriched,655.6345172413793
NCAPG,Luminal A,285.35639264069266
NCAPG,Luminal B,670.903274015748
NCAPG,Normal-like,460.37496250000004
NCAPG2,Basal-like,1264.9329422680412
NCAPG2,HER2-enriched,781.2009086206897
NCAPG2,Luminal A,520.7806385281385
NCAPG2,Luminal B,932.8593393700787
NCAPG2,Normal-like,506.365525
NCAPH,Basal-like,670.0096216494845
NCAPH,HER2-enriched,540.2310672413793
NCAPH,Luminal A,197.94638744588744
NCAPH,Luminal B,469.02018582677164
NCAPH,Normal-like,276.6480125
NDC80,Basal-like,774.9839494845361
NDC80,HER2-enriched,386.00644137931033
NDC80,Luminal A,172.85692164502166
NDC80,Luminal B,388.30249291338583
NDC80,Normal-like,346.451675
NEIL3,Basal-like,128.3862381443299
NEIL3,HER2-enriched,96.9543275862069
NEIL3,Luminal A,38.07777662337662
NEIL3,Luminal B,100.17603622047244
NEIL3,Normal-like,52.81255
NEK2,Basal-like,853.8291257731959
NEK2,HER2-enriched,723.009674137931
NEK2,Luminal A,357.9076316017316
NEK2,Luminal B,789.6904464566929
NEK2,Normal-like,445.1995
NFE2L3,Basal-like,1652.622475257732
NFE2L3,HER2-enriched,623.5806551724138
NFE2L3,Luminal A,497.9756813852814
NFE2L3,Luminal B,539.3291425196851
NFE2L3,Normal-like,516.3094
NKX2-5,Basal-like,52.01046494845361
NKX2-5,HER2-enriched,5.992081034482759
NKX2-5,Luminal A,3.661168831168831
NKX2-5,Luminal B,13.013222047244094
NKX2-5,Normal-like,1.0785
NKX3-2,Basal-like,20.87076494845361
NKX3-2,HER2-enriched,38.752777586206896
NKX3-2,Luminal A,22.008612554112553
NKX3-2,Luminal B,17.433551968503938
NKX3-2,Normal-like,7.770137500000001
NME1,Basal-like,2324.4136907216493
NME1,HER2-enriched,4469.705748275862
NME1,Luminal A,1827.5637034632034
NME1,Luminal B,2763.8051787401573
NME1,Normal-like,4102.1744625
NOD2,Basal-like,233.24588762886597
NOD2,HER2-enriched,208.37738275862068
NOD2,Luminal A,192.68242424242425
NOD2,Luminal B,198.6609409448819
NOD2,Normal-like,313.4702875
NPTX2,Basal-like,153.80621340206184
NPTX2,HER2-enriched,110.44983448275862
NPTX2,Luminal A,48.598509956709954
NPTX2,Luminal B,30.813938582677164
NPTX2,Normal-like,20.955825
NUAK2,Basal-like,214.2734701030928
NUAK2,HER2-enriched,235.21418793103447
NUAK2,Luminal A,248.22260086580087
NUAK2,Luminal B,300.90092283464566
NUAK2,Normal-like,208.018525
NUDT1,Basal-like,376.04885670103096
NUDT1,HER2-enriched,302.8088672413793
NUDT1,Luminal A,196.68819956709956
NUDT1,Luminal B,243.05216929133857
NUDT1,Normal-like,393.91085
NUF2,Basal-like,750.6682536082475
NUF2,HER2-enriched,409.7527620689655
NUF2,Luminal A,196.78491212121213
NUF2,Luminal B,463.05511023622046
NUF2,Normal-like,320.62735
NUP210,Basal-like,3755.7220917525774
NUP210,HER2-enriched,2369.611598275862
NUP210,Luminal A,2382.419664935065
NUP210,Luminal B,3683.8082291338583
NUP210,Normal-like,1830.7632625
NXPH4,Basal-like,311.3367257731959
NXPH4,HER2-enriched,401.5913068965517
NXPH4,Luminal A,59.11969177489178
NXPH4,Luminal B,144.67966614173227
NXPH4,Normal-like,98.14992500000001
OAS2,Basal-like,3111.258356701031
OAS2,HER2-enriched,3433.5725724137933
OAS2,Luminal A,2303.185013852814
OAS2,Luminal B,2936.020090551181
OAS2,Normal-like,1921.3290375000001
OAS3,Basal-like,3527.3461618556703
OAS3,HER2-enriched,3483.1465396551725
OAS3,Luminal A,2634.0888242424244
OAS3,Luminal B,4188.46996535433
OAS3,Normal-like,2537.1075375
OASL,Basal-like,653.4318907216494
OASL,HER2-enriched,507.03141379310347
OASL,Luminal A,307.9819142857143
OASL,Luminal B,451.2336519685039
OASL,Normal-like,280.262725
OIP5,Basal-like,144.75929690721648
OIP5,HER2-enriched,117.24794482758621
OIP5,Luminal A,57.214332467532465
OIP5,Luminal B,112.46268346456692
OIP5,Normal-like,95.1445
OLFML2B,Basal-like,1040.0639711340207
OLFML2B,HER2-enriched,1414.809420689655
OLFML2B,Luminal A,1774.0972718614719
OLFML2B,Luminal B,1141.4797669291338
OLFML2B,Normal-like,1068.5077125
ONECUT2,Basal-like,125.06775051546391
ONECUT2,HER2-enriched,207.59590862068967
ONECUT2,Luminal A,30.816083116883117
ONECUT2,Luminal B,131.57435590551182
ONECUT2,Normal-like,3.712725
OSCAR,Basal-like,119.79285051546391
OSCAR,HER2-enriched,108.37969310344828
OSCAR,Luminal A,86.23324458874458
OSCAR,Luminal B,97.35321653543308
OSCAR,Normal-like,205.5817375
OTX1,Basal-like,125.05015979381443
OTX1,HER2-enriched,35.44634137931035
OTX1,Luminal A,20.215161904761906
OTX1,Luminal B,29.665835433070868
OTX1,Normal-like,15.0399125
P2RY6,Basal-like,157.2544731958763
P2RY6,HER2-enriched,186.03683620689654
P2RY6,Luminal A,67.033170995671
P2RY6,Luminal B,81.55153779527559
P2RY6,Normal-like,240.301
P4HA3,Basal-like,109.98727525773195
P4HA3,HER2-enriched,211.2483948275862
P4HA3,Luminal A,243.41028744588743
P4HA3,Luminal B,164.75635669291339
P4HA3,Normal-like,175.65575
PACSIN1,Basal-like,92.73460824742268
PACSIN1,HER2-enriched,83.75799655172413
PACSIN1,Luminal A,81.37694112554112
PACSIN1,Luminal B,145.18752913385828
PACSIN1,Normal-like,114.1899875
PAFAH1B3,Basal-like,1119.0986597938145
PAFAH1B3,HER2-enriched,1355.0118051724137
PAFAH1B3,Luminal A,1246.8672987012988
PAFAH1B3,Luminal B,1472.8125118110236
PAFAH1B3,Normal-like,1997.2793625
PAQR4,Basal-like,1521.796269072165
PAQR4,HER2-enriched,1885.3452224137932
PAQR4,Luminal A,1224.4576108225108
PAQR4,Luminal B,1483.7122866141733
PAQR4,Normal-like,1147.18775
PARP1,Basal-like,7569.358683505155
PARP1,HER2-enriched,7127.018179310345
PARP1,Luminal A,5870.165812987013
PARP1,Luminal B,6727.215976377953
PARP1,Normal-like,4738.0374375
PARP10,Basal-like,1296.6070989690722
PARP10,HER2-enriched,1268.4127344827587
PARP10,Luminal A,1477.3651965367965
PARP10,Luminal B,2083.513077952756
PARP10,Normal-like,1409.04155
PASK,Basal-like,321.33435979381443
PASK,HER2-enriched,294.73885689655174
PASK,Luminal A,286.17097402597403
PASK,Luminal B,378.60268661417325
PASK,Normal-like,220.63325
PAX1,Basal-like,56.40260721649484
PAX1,HER2-enriched,15.193303448275863
PAX1,Luminal A,12.63303593073593
PAX1,Luminal B,9.15177716535433
PAX1,Normal-like,1.7537875
PBK,Basal-like,518.5274979381443
PBK,HER2-enriched,351.55276034482756
PBK,Luminal A,192.43698354978355
PBK,Luminal B,465.92610472440947
PBK,Normal-like,256.2944125
PCDH17,Basal-like,223.12767628865979
PCDH17,HER2-enriched,275.9152603448276
PCDH17,Luminal A,246.6114813852814
PCDH17,Luminal B,225.56648425196852
PCDH17,Normal-like,208.87665
PDCD1,Basal-like,66.3109381443299
PDCD1,HER2-enriched,43.437384482758624
PDCD1,Luminal A,23.745235064935066
PDCD1,Luminal B,35.1116251968504
PDCD1,Normal-like,64.658075
PDIA4,Basal-like,7525.845260824743
PDIA4,HER2-enriched,5856.359901724138
PDIA4,Luminal A,4796.467262770563
PDIA4,Luminal B,5550.101585826772
PDIA4,Normal-like,6543.4810875
PGP,Basal-like,409.90271237113404
PGP,HER2-enriched,464.80784310344825
PGP,Luminal A,413.09817922077923
PGP,Luminal B,541.7835968503937
PGP,Normal-like,479.5881
PIF1,Basal-like,99.18335670103093
PIF1,HER2-enriched,41.433505172413795
PIF1,Luminal A,20.05180735930736
PIF1,Luminal B,47.3202937007874
PIF1,Normal-like,62.0643625
PITX1,Basal-like,541.9675360824742
PITX1,HER2-enriched,926.9234086206897
PITX1,Luminal A,512.2892658008658
PITX1,Luminal B,656.2216952755906
PITX1,Normal-like,469.83645
PKMYT1,Basal-like,563.3494804123711
PKMYT1,HER2-enriched,549.7545810344827
PKMYT1,Luminal A,250.3772805194805
PKMYT1,Luminal B,556.2527496062992
PKMYT1,Normal-like,453.4298875
PLAU,Basal-like,1776.3142268041238
PLAU,HER2-enriched,2791.68975
PLAU,Luminal A,2031.6991025974025
PLAU,Luminal B,1870.1044677165355
PLAU,Normal-like,2329.4870625
PLAUR,Basal-like,1104.598913402062
PLAUR,HER2-enriched,856.1552379310344
PLAUR,Luminal A,624.6661385281385
PLAUR,Luminal B,563.0992181102363
PLAUR,Normal-like,742.551975
PLEK2,Basal-like,156.94291649484535
PLEK2,HER2-enriched,232.15371379310346
PLEK2,Luminal A,165.09233073593074
PLEK2,Luminal B,178.18915511811025
PLEK2,Normal-like,127.0157375
PLK1,Basal-like,1330.7916443298968
PLK1,HER2-enriched,808.2047258620689
PLK1,Luminal A,341.4448917748918
PLK1,Luminal B,808.1615283464567
PLK1,Normal-like,454.34783749999997
PLK4,Basal-like,390.9506092783505
PLK4,HER2-enriched,312.28983793103447
PLK4,Luminal A,163.63598225108225
PLK4,Luminal B,322.79883543307085
PLK4,Normal-like,165.739075
PLXNA3,Basal-like,1234.4902206185568
PLXNA3,HER2-enriched,1428.0791155172415
PLXNA3,Luminal A,1245.9519727272727
PLXNA3,Luminal B,1411.4568511811024
PLXNA3,Normal-like,1074.885575
PMAIP1,Basal-like,300.11015051546394
PMAIP1,HER2-enriched,140.64954655172414
PMAIP1,Luminal A,456.87470735930737
PMAIP1,Luminal B,494.6265968503937
PMAIP1,Normal-like,180.9697375
POC1A,Basal-like,305.9836505154639
POC1A,HER2-enriched,319.1597603448276
POC1A,Luminal A,190.17092251082252
POC1A,Luminal B,330.2340527559055
POC1A,Normal-like,202.262375
POLQ,Basal-like,290.26720515463916
POLQ,HER2-enriched,229.50163965517243
POLQ,Luminal A,90.06790779220779
POLQ,Luminal B,232.6822283464567
POLQ,Normal-like,112.0324875
POSTN,Basal-like,11706.098928865978
POSTN,HER2-enriched,25674.67097586207
POSTN,Luminal A,30493.97038008658
POSTN,Luminal B,20912.67419527559
POSTN,Normal-like,12950.5446125
PPP1R14B,Basal-like,2546.6450288659794
PPP1R14B,HER2-enriched,2168.5005655172413
PPP1R14B,Luminal A,1150.1762285714285
PPP1R14B,Luminal B,1180.3005952755905
PPP1R14B,Normal-like,3172.5759625
PRAME,Basal-like,1349.5367092783506
PRAME,HER2-enriched,618.52225
PRAME,Luminal A,344.42046926406925
PRAME,Luminal B,1097.6499614173229
PRAME,Normal-like,237.333275
PRC1,Basal-like,2248.3702484536084
PRC1,HER2-enriched,1552.5806413793102
PRC1,Luminal A,753.2857220779221
PRC1,Luminal B,1864.8595133858269
PRC1,Normal-like,1365.69985
PRR11,Basal-like,268.6271082474227
PRR11,HER2-enriched,284.47763620689653
PRR11,Luminal A,63.25305021645022
PRR11,Luminal B,392.69301102362203
PRR11,Normal-like,52.3325125
PSMD3,Basal-like,3095.0286092783504
PSMD3,HER2-enriched,16663.41811551724
PSMD3,Luminal A,3191.512859307359
PSMD3,Luminal B,4501.708000787402
PSMD3,Normal-like,2799.3588125
PSME2,Basal-like,2738.4346164948456
PSME2,HER2-enriched,3309.040222413793
PSME2,Luminal A,2320.207887012987
PSME2,Luminal B,2889.5074212598424
PSME2,Normal-like,3768.3011125000003
PTK6,Basal-like,254.220793814433
PTK6,HER2-enriched,520.7204517241379
PTK6,Luminal A,409.78568614718614
PTK6,Luminal B,438.756931496063
PTK6,Normal-like,460.1302625
PTTG1,Basal-like,896.8570742268041
PTTG1,HER2-enriched,596.9949051724138
PTTG1,Luminal A,261.5072251082251
PTTG1,Luminal B,573.0684023622048
PTTG1,Normal-like,754.4447875
PYCARD,Basal-like,541.7344113402062
PYCARD,HER2-enriched,713.6574103448276
PYCARD,Luminal A,1020.8833155844156
PYCARD,Luminal B,840.3619236220472
PYCARD,Normal-like,647.8463125
PYCR1,Basal-like,3023.319186597938
PYCR1,HER2-enriched,3907.84340862069
PYCR1,Luminal A,2179.3961155844154
PYCR1,Luminal B,2967.3449881889765
PYCR1,Normal-like,2409.7814
RAB31,Basal-like,1846.3319216494845
RAB31,HER2-enriched,2789.7000551724136
RAB31,Luminal A,5471.180357575758
RAB31,Luminal B,4094.0048984251966
RAB31,Normal-like,3345.8998874999997
RACGAP1,Basal-like,1368.9198175257732
RACGAP1,HER2-enriched,1417.4072413793103
RACGAP1,Luminal A,719.3017411255411
RACGAP1,Luminal B,1537.0353803149605
RACGAP1,Normal-like,726.9447625
RAD51,Basal-like,329.53639896907214
RAD51,HER2-enriched,281.65894137931036
RAD51,Luminal A,126.55584761904763
RAD51,Luminal B,277.6507094488189
RAD51,Normal-like,200.0273625
RAD51AP1,Basal-like,595.1146443298969
RAD51AP1,HER2-enriched,300.3907155172414
RAD51AP1,Luminal A,153.37006406926406
RAD51AP1,Luminal B,309.9043653543307
RAD51AP1,Normal-like,162.599375
RAD54B,Basal-like,305.10301958762886
RAD54B,HER2-enriched,254.92589655172415
RAD54B,Luminal A,142.74311125541126
RAD54B,Luminal B,288.5201559055118
RAD54B,Normal-like,176.94128750000002
RASGRP1,Basal-like,479.2880226804124
RASGRP1,HER2-enriched,139.63980344827587
RASGRP1,Luminal A,430.24757575757576
RASGRP1,Luminal B,531.405537007874
RASGRP1,Normal-like,205.41616249999998
RCC1,Basal-like,1559.9991030927836
RCC1,HER2-enriched,1303.1549793103447
RCC1,Luminal A,827.2002913419914
RCC1,Luminal B,1102.8462511811024
RCC1,Normal-like,1141.760175
RCC2,Basal-like,7458.276525773196
RCC2,HER2-enriched,6125.3862879310345
RCC2,Luminal A,4396.471305627706
RCC2,Luminal B,4840.004713385827
RCC2,Normal-like,5799.1098
RDM1,Basal-like,19.57661649484536
RDM1,HER2-enriched,22.425877586206898
RDM1,Luminal A,10.977529437229437
RDM1,Luminal B,24.578931496062992
RDM1,Normal-like,23.52085
RECQL4,Basal-like,780.299112371134
RECQL4,HER2-enriched,531.2865086206897
RECQL4,Luminal A,303.72936017316016
RECQL4,Luminal B,692.680188976378
RECQL4,Normal-like,900.5978375
RELL2,Basal-like,64.63448865979382
RELL2,HER2-enriched,50.064641379310345
RELL2,Luminal A,44.37925584415584
RELL2,Luminal B,71.59567401574803
RELL2,Normal-like,42.067862500000004
RGS4,Basal-like,160.6045525773196
RGS4,HER2-enriched,301.6607275862069
RGS4,Luminal A,294.2645658008658
RGS4,Luminal B,265.57850551181104
RGS4,Normal-like,214.106175
RMI1,Basal-like,487.1544350515464
RMI1,HER2-enriched,481.7885810344828
RMI1,Luminal A,432.35755238095237
RMI1,Luminal B,564.9966606299213
RMI1,Normal-like,307.32552499999997
RNASEH2A,Basal-like,891.1430927835052
RNASEH2A,HER2-enriched,751.445474137931
RNASEH2A,Luminal A,506.64966017316016
RNASEH2A,Luminal B,762.7363275590551
RNASEH2A,Normal-like,796.1437875
RND1,Basal-like,98.04340103092784
RND1,HER2-enriched,636.4849275862069
RND1,Luminal A,414.788
RND1,Luminal B,424.81146377952757
RND1,Normal-like,262.8648625
RNFT2,Basal-like,196.83801958762888
RNFT2,HER2-enriched,114.08029137931034
RNFT2,Luminal A,80.92190735930735
RNFT2,Luminal B,128.52157244094488
RNFT2,Normal-like,137.7703125
RPLP0P2,Basal-like,59.90566391752577
RPLP0P2,HER2-enriched,80.38777586206896
RPLP0P2,Luminal A,77.23098138528138
RPLP0P2,Luminal B,57.548945669291335
RPLP0P2,Normal-like,87.936675
RRM2,Basal-like,1881.4785402061855
RRM2,HER2-enriched,2297.1289689655173
RRM2,Luminal A,669.3456428571428
RRM2,Luminal B,1684.8951173228347
RRM2,Normal-like,811.5524875
RSAD2,Basal-like,1301.5294010309278
RSAD2,HER2-enriched,1038.3779241379311
RSAD2,Luminal A,611.5995731601731
RSAD2,Luminal B,850.3955527559056
RSAD2,Normal-like,709.9950124999999
RTKN2,Basal-like,355.7956762886598
RTKN2,HER2-enriched,292.46185172413794
RTKN2,Luminal A,135.7868536796537
RTKN2,Luminal B,235.75615511811023
RTKN2,Normal-like,143.3188625
RUFY4,Basal-like,31.199740206185567
RUFY4,HER2-enriched,12.362796551724138
RUFY4,Luminal A,10.597948484848486
RUFY4,Luminal B,13.796170866141733
RUFY4,Normal-like,20.455675
RUNX2,Basal-like,304.68025463917525
RUNX2,HER2-enriched,387.5841982758621
RUNX2,Luminal A,440.24141082251083
RUNX2,Luminal B,337.2884244094488
RUNX2,Normal-like,310.8807875
RUSC1,Basal-like,1436.0925907216495
RUSC1,HER2-enriched,1717.4266413793102
RUSC1,Luminal A,1244.6313255411255
RUSC1,Luminal B,1674.8136228346457
RUSC1,Normal-like,1066.041725
S100A11,Basal-like,17147.843253608247
S100A11,HER2-enriched,15181.290629310344
S100A11,Luminal A,8512.170077922077
S100A11,Luminal B,8113.757407874015
S100A11,Normal-like,14758.676987499999
S100P,Basal-like,1129.0111845360825
S100P,HER2-enriched,1856.3779086206896
S100P,Luminal A,889.1868541125541
S100P,Luminal B,976.5321354330708
S100P,Normal-like,334.011625
SALL4,Basal-like,30.35076701030928
SALL4,HER2-enriched,51.793225862068965
SALL4,Luminal A,38.88602424242424
SALL4,Luminal B,37.94858503937008
SALL4,Normal-like,12.0898875
SAMD1,Basal-like,427.4814824742268
SAMD1,HER2-enriched,387.8416431034483
SAMD1,Luminal A,324.82292813852814
SAMD1,Luminal B,376.1492157480315
SAMD1,Normal-like,307.277125
SAMD14,Basal-like,19.409373195876288
SAMD14,HER2-enriched,22.96313448275862
SAMD14,Luminal A,23.073777922077923
SAMD14,Luminal B,31.5324
SAMD14,Normal-like,26.6131375
SBK1,Basal-like,1194.0140144329896
SBK1,HER2-enriched,1206.7450396551724
SBK1,Luminal A,765.2204826839827
SBK1,Luminal B,934.4050850393701
SBK1,Normal-like,755.7559
SCIN,Basal-like,99.33439896907217
SCIN,HER2-enriched,406.2707724137931
SCIN,Luminal A,444.01614415584413
SCIN,Luminal B,387.65972677165354
SCIN,Normal-like,111.4933625
SCUBE3,Basal-like,495.77816082474226
SCUBE3,HER2-enriched,248.33711379310344
SCUBE3,Luminal A,195.07186969696969
SCUBE3,Luminal B,161.5201023622047
SCUBE3,Normal-like,29.171325
SDC1,Basal-like,9221.926835051547
SDC1,HER2-enriched,14082.11038448276
SDC1,Luminal A,7700.3742
SDC1,Luminal B,6293.3054472440945
SDC1,Normal-like,3849.065125
SDS,Basal-like,190.50025773195875
SDS,HER2-enriched,273.26807931034483
SDS,Luminal A,219.80508874458874
SDS,Luminal B,262.7013669291339
SDS,Normal-like,231.7470875
SDSL,Basal-like,179.30641134020618
SDSL,HER2-enriched,325.1332051724138
SDSL,Luminal A,333.4072233766234
SDSL,Luminal B,320.2745755905512
SDSL,Normal-like,293.6310375
SEMA3F,Basal-like,1045.7757030927835
SEMA3F,HER2-enriched,1857.7246534482758
SEMA3F,Luminal A,2364.4745865800865
SEMA3F,Luminal B,2792.0390236220474
SEMA3F,Normal-like,1857.6865
SEMA7A,Basal-like,267.43594329896905
SEMA7A,HER2-enriched,232.91067931034482
SEMA7A,Luminal A,157.17537835497836
SEMA7A,Luminal B,182.5780220472441
SEMA7A,Normal-like,183.76749999999998
SEPHS2,Basal-like,2244.426219587629
SEPHS2,HER2-enriched,3959.582365517241
SEPHS2,Luminal A,3362.659048917749
SEPHS2,Luminal B,3997.603444094488
SEPHS2,Normal-like,2182.610875
SERPINB7,Basal-like,164.5447969072165
SERPINB7,HER2-enriched,5.8668517241379305
SERPINB7,Luminal A,11.285539393939395
SERPINB7,Luminal B,5.484301574803149
SERPINB7,Normal-like,5.34865
SH2D2A,Basal-like,170.26158762886598
SH2D2A,HER2-enriched,93.17389655172414
SH2D2A,Luminal A,50.790597835497834
SH2D2A,Luminal B,58.41121653543307
SH2D2A,Normal-like,103.8252625
SHCBP1,Basal-like,413.67407525773194
SHCBP1,HER2-enriched,419.3754482758621
SHCBP1,Luminal A,145.38127575757576
SHCBP1,Luminal B,335.2816779527559
SHCBP1,Normal-like,198.0362375
SIM2,Basal-like,339.63740103092783
SIM2,HER2-enriched,237.19624137931035
SIM2,Luminal A,161.3013515151515
SIM2,Luminal B,191.7593874015748
SIM2,Normal-like,35.02035
SIX2,Basal-like,300.47087422680414
SIX2,HER2-enriched,313.8607827586207
SIX2,Luminal A,134.62689826839826
SIX2,Luminal B,186.15680236220473
SIX2,Normal-like,53.9607875
SIX4,Basal-like,404.3545731958763
SIX4,HER2-enriched,553.8659775862069
SIX4,Luminal A,505.1472346320346
SIX4,Luminal B,732.9141897637795
SIX4,Normal-like,277.38125
SKA1,Basal-like,409.1562463917526
SKA1,HER2-enriched,200.74380172413794
SKA1,Luminal A,90.7989025974026
SKA1,Luminal B,228.05055196850392
SKA1,Normal-like,181.839375
SKA3,Basal-like,447.8021804123711
SKA3,HER2-enriched,330.01023103448273
SKA3,Luminal A,126.89860303030304
SKA3,Luminal B,252.6474401574803
SKA3,Normal-like,202.065225
SLAMF8,Basal-like,734.5237412371134
SLAMF8,HER2-enriched,603.3061241379311
SLAMF8,Luminal A,311.5721571428571
SLAMF8,Luminal B,475.8652338582677
SLAMF8,Normal-like,837.460325
SLC12A8,Basal-like,626.5936092783505
SLC12A8,HER2-enriched,562.5758413793103
SLC12A8,Luminal A,415.5180675324675
SLC12A8,Luminal B,398.1496283464567
SLC12A8,Normal-like,366.3995625
SLC16A3,Basal-like,1011.0469927835052
SLC16A3,HER2-enriched,1181.3464344827587
SLC16A3,Luminal A,643.9029203463203
SLC16A3,Luminal B,913.2302377952756
SLC16A3,Normal-like,1146.6750875
SLC20A1,Basal-like,1343.9989298969072
SLC20A1,HER2-enriched,1725.1365586206896
SLC20A1,Luminal A,1699.4563077922078
SLC20A1,Luminal B,1848.2559842519686
SLC20A1,Normal-like,1423.0070375
SLC24A2,Basal-like,5.487209278350515
SLC24A2,HER2-enriched,13.73923448275862
SLC24A2,Luminal A,30.37615064935065
SLC24A2,Luminal B,15.136304724409449
SLC24A2,Normal-like,7.6497125
SLC25A39,Basal-like,3363.8382350515462
SLC25A39,HER2-enriched,2740.9741224137933
SLC25A39,Luminal A,2762.73663982684
SLC25A39,Luminal B,3174.1991748031496
SLC25A39,Normal-like,3633.303825
SLC27A4,Basal-like,783.6189927835052
SLC27A4,HER2-enriched,1129.0706931034483
SLC27A4,Luminal A,959.4581601731602
SLC27A4,Luminal B,1297.6259551181101
SLC27A4,Normal-like,1056.7593625
SLC2A6,Basal-like,254.4357381443299
SLC2A6,HER2-enriched,143.06941379310345
SLC2A6,Luminal A,85.36458787878787
SLC2A6,Luminal B,117.47715826771653
SLC2A6,Normal-like,186.07585
SLC35A2,Basal-like,1258.1721134020618
SLC35A2,HER2-enriched,1510.3753344827587
SLC35A2,Luminal A,1032.434597835498
SLC35A2,Luminal B,1264.0760826771655
SLC35A2,Normal-like,1053.154425
SLC38A5,Basal-like,254.92898144329897
SLC38A5,HER2-enriched,175.18074310344826
SLC38A5,Luminal A,173.89022813852813
SLC38A5,Luminal B,117.72077165354331
SLC38A5,Normal-like,117.124175
SLC39A11,Basal-like,1052.5649896907216
SLC39A11,HER2-enriched,2376.40775
SLC39A11,Luminal A,1966.315877056277
SLC39A11,Luminal B,2336.300046456693
SLC39A11,Normal-like,2530.8284625
SLC39A4,Basal-like,679.5796515463918
SLC39A4,HER2-enriched,480.02815172413796
SLC39A4,Luminal A,390.81631774891775
SLC39A4,Luminal B,483.6316787401575
SLC39A4,Normal-like,1855.8222250000001
SLC5A8,Basal-like,127.42587113402062
SLC5A8,HER2-enriched,100.47800517241379
SLC5A8,Luminal A,120.77414372294372
SLC5A8,Luminal B,120.46272519685039
SLC5A8,Normal-like,38.1238
SLC7A5,Basal-like,7511.497587628866
SLC7A5,HER2-enriched,2846.610522413793
SLC7A5,Luminal A,1249.2751086580085
SLC7A5,Luminal B,2327.426974015748
SLC7A5,Normal-like,2231.7081125
SMC4,Basal-like,3398.3994144329895
SMC4,HER2-enriched,2541.533377586207
SMC4,Luminal A,1557.2011329004329
SMC4,Luminal B,2677.553966929134
SMC4,Normal-like,1549.7609625
SOX11,Basal-like,947.3284092783505
SOX11,HER2-enriched,1267.8208172413792
