ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-69620,Cell Cycle Checkpoints,71/428,292/11230,0.24315068493150685,6.379864934067341,18.541043705497874,4.477793479756093e-38,4.6524274254665805e-35,3.4973923810305486e-35,CDC6/UBE2C/H2BC17/EXO1/NUF2/BUB1/PLK1/PKMYT1/CLSPN/CDC20/CENPF/KIF2C/CDK1/AURKB/SPC24/H2BC13/CCNE2/CDC45/CENPA/ERCC6L/CDCA8/SGO1/H2BC9/CCNE1/MCM10/GTSE1/BUB1B/CDC25C/H4C14/KNL1/CCNB2/SKA1/H2BC6/H2BC7/CCNA2/ZWINT/ORC1/NDC80/H2BC14/BIRC5/CENPM/H2BC10/CENPI/PSMD3/CENPU/CCNB1/SPC25/BRIP1/CENPE/UBE2S/CDKN2A/BLM/H4C9/CHEK1/H2BC3/H2AX/CDC25A/MCM2/MAD2L1/H2BC11/H2BC15/CENPK/CDC7/DBF4/BRCA1/CENPL/CENPO/RMI1/KNTC1/MCM6/RCC2,71
R-HSA-68886,M Phase,76/428,405/11230,0.18765432098765433,4.923733702549902,16.00860256788062,1.710557746250917e-32,8.886347491773514e-30,6.680178145885162e-30,NEK2/H3C12/UBE2C/H2BC17/TUBB3/H3C10/NUF2/KIF20A/BUB1/PLK1/CDC20/CENPF/KIF2C/NCAPH/CDK1/H3C2/H2AC14/AURKB/SPC24/H2BC13/CDCA5/NCAPG/CENPA/ERCC6L/H3C8/PTTG1/CDCA8/SGO1/H2BC9/ESPL1/BUB1B/H4C14/KNL1/CCNB2/H3C3/SKA1/H2BC6/H2BC7/KIF23/ZWINT/H3C7/H2AC4/NDC80/H2BC14/BIRC5/CENPM/H2BC10/CENPI/H2AC18/PSMD3/CENPU/H3C13/CCNB1/SPC25/CENPE/UBE2S/H2AC7/H4C9/H2BC3/H2AX/TUBA1C/MAD2L1/H2BC11/H2BC15/CENPK/PLK4/NCAPG2/NUP210/TUBG1/SMC4/RCC1/CENPL/CENPO/KNTC1/ODF2/RCC2,76
R-HSA-195258,RHO GTPase Effectors,62/428,325/11230,0.19076923076923077,5.005463695183321,14.585522253256443,6.799452755002707e-27,2.354877137482604e-24,1.7702434891971964e-24,H3C12/H2BC17/TUBB3/H3C10/NUF2/BUB1/IQGAP3/PLK1/KIF14/CDC20/CENPF/KIF2C/H3C2/H2AC14/AURKB/SPC24/H2BC13/CENPA/ERCC6L/H3C8/CDCA8/SGO1/H2BC9/BUB1B/CDC25C/H4C14/KNL1/H3C3/SKA1/H2BC6/H2BC7/ZWINT/H3C7/H2AC4/DIAPH3/NDC80/H2BC14/BIRC5/CENPM/H2BC10/CENPI/H2AC18/CENPU/H3C13/SPC25/CENPE/H2AC7/H4C9/H2BC3/H2AX/PRC1/TUBA1C/MAD2L1/H2BC11/H2BC15/CENPK/CIT/CENPL/CFL1/CENPO/KNTC1/RCC2,62
R-HSA-2299718,Condensation of Prophase Chromosomes,29/428,73/11230,0.3972602739726027,10.423441300729738,16.07820575625915,1.1325393690380078e-22,2.9417710110762255e-20,2.211432136384742e-20,H3C12/H2BC17/H3C10/PLK1/CDK1/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/CCNB1/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/NCAPG2/SMC4,29
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,35/428,129/11230,0.2713178294573643,7.118923422444396,13.913268326482747,9.209436307024224e-21,1.6625710619630655e-18,1.2498128037856185e-18,TUBB3/NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/CDK1/AURKB/SPC24/CDCA5/CENPA/ERCC6L/CDCA8/SGO1/BUB1B/KNL1/CCNB2/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/CENPU/CCNB1/SPC25/CENPE/TUBA1C/MAD2L1/CENPK/CENPL/CENPO/KNTC1/RCC2,35
R-HSA-5334118,DNA methylation,26/428,64/11230,0.40625,10.659316588785046,15.425097388716127,9.600987845792487e-21,1.6625710619630655e-18,1.2498128037856185e-18,H3C12/H2BC17/H3C10/UHRF1/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/DNMT1,26
R-HSA-69306,DNA Replication,41/428,184/11230,0.22282608695652173,5.846581674116212,13.194175814755507,1.2305147350398253e-20,1.8264354424376835e-18,1.3729953885707527e-18,CDC6/H3C12/UBE2C/H2BC17/H3C10/H3C2/H2AC14/H2BC13/CCNE2/CDC45/H3C8/H2BC9/CCNE1/MCM10/H4C14/H3C3/H2BC6/H2BC7/CCNA2/H3C7/ORC1/H2AC4/H2BC14/H2BC10/GINS1/H2AC18/PSMD3/H3C13/UBE2S/H2AC7/H4C9/H2BC3/H2AX/MCM2/H2BC11/H2BC15/FEN1/CDC7/DBF4/MCM6/POLD4,41
R-HSA-9645723,Diseases of programmed cell death,31/428,100/11230,0.31,8.133878504672898,14.263249050511517,2.0902598378126006e-20,2.714724964359115e-18,2.0407536837591443e-18,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/CDC25C/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/CDKN2A/H2AC7/H4C9/H2BC3/H2AX/CDC25A/H2BC11/H2BC15/CDK5/CDK5R1/DNMT1,31
R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,27/428,73/11230,0.3698630136986301,9.704583279989759,14.851695525214401,3.228420586037929e-20,3.1979953317184658e-18,2.4040449178208825e-18,H2BC17/HJURP/H2AC14/H2BC13/CENPA/H2BC9/H4C14/KNL1/H2BC6/H2BC7/H2AC4/H2BC14/CENPM/H2BC10/CENPI/H2AC18/CENPU/OIP5/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/CENPK/CENPL/CENPO,27
R-HSA-774815,Nucleosome assembly,27/428,73/11230,0.3698630136986301,9.704583279989759,14.851695525214401,3.228420586037929e-20,3.1979953317184658e-18,2.4040449178208825e-18,H2BC17/HJURP/H2AC14/H2BC13/CENPA/H2BC9/H4C14/KNL1/H2BC6/H2BC7/H2AC4/H2BC14/CENPM/H2BC10/CENPI/H2AC18/CENPU/OIP5/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/CENPK/CENPL/CENPO,27
R-HSA-3214815,HDACs deacetylate histones,30/428,94/11230,0.3191489361702128,8.373931199045536,14.290214108205413,3.4040926043609144e-20,3.1979953317184658e-18,2.4040449178208825e-18,H2AC13/H3C12/H2BC17/H3C10/H2AC17/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H2AC16/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2AC12/H2BC10/H2AC18/H3C13/H2AC11/H2BC18/H2AC7/H4C9/H2BC3/H2BC11/H2BC15/H2AC21,30
R-HSA-912446,Meiotic recombination,29/428,87/11230,0.3333333333333333,8.746105919003115,14.437178668821037,3.693546100156072e-20,3.1979953317184658e-18,2.4040449178208825e-18,MND1/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/RAD51/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/BLM/H4C9/H2BC3/H2AX/H2BC11/H2BC15/BRCA1/BRCA2,29
R-HSA-69481,G2/M Checkpoints,37/428,156/11230,0.23717948717948717,6.223190750059909,13.076341831078576,1.0537800668528763e-19,8.422134534308757e-18,6.331213033237524e-18,CDC6/H2BC17/EXO1/PKMYT1/CLSPN/CDK1/H2BC13/CDC45/H2BC9/MCM10/GTSE1/CDC25C/H4C14/CCNB2/H2BC6/H2BC7/CCNA2/ORC1/H2BC14/H2BC10/PSMD3/CCNB1/BRIP1/BLM/H4C9/CHEK1/H2BC3/H2AX/CDC25A/MCM2/H2BC11/H2BC15/CDC7/DBF4/BRCA1/RMI1/MCM6,37
R-HSA-68877,Mitotic Prometaphase,42/428,206/11230,0.20388349514563106,5.34955993104074,12.54150530126539,1.4562731228477405e-19,1.080762696170573e-17,8.124471106413711e-18,NEK2/TUBB3/NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/NCAPH/CDK1/AURKB/SPC24/CDCA5/NCAPG/CENPA/ERCC6L/CDCA8/SGO1/BUB1B/KNL1/CCNB2/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/CENPU/CCNB1/SPC25/CENPE/TUBA1C/MAD2L1/CENPK/PLK4/TUBG1/SMC4/CENPL/CENPO/KNTC1/ODF2/RCC2,42
R-HSA-9710421,Defective pyroptosis,26/428,72/11230,0.3611111111111111,9.474948078920042,14.359868233999785,3.3227982777974134e-19,2.301591607087675e-17,1.730186892719776e-17,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/DNMT1,26
R-HSA-9609690,HCMV Early Events,34/428,137/11230,0.24817518248175183,6.511699297359984,12.919973762533495,7.359984385937848e-19,4.712138908799342e-17,3.542279591032989e-17,H2AC13/H3C12/H2BC17/TUBB3/H3C10/H2AC17/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H2AC16/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2AC12/H2BC10/EZH2/H2AC18/H3C13/H2AC11/H2BC18/H2AC7/H4C9/H2BC3/TUBA1C/H2BC11/H2BC15/H2AC21/NUP210,34
R-HSA-141424,Amplification of signal from the kinetochores,29/428,96/11230,0.3020833333333333,7.926158489096572,13.56571760311464,8.163474529200015e-19,4.712138908799342e-17,3.542279591032989e-17,NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/AURKB/SPC24/CENPA/ERCC6L/CDCA8/SGO1/BUB1B/KNL1/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/CENPU/SPC25/CENPE/MAD2L1/CENPK/CENPL/CENPO/KNTC1/RCC2,29
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,29/428,96/11230,0.3020833333333333,7.926158489096572,13.56571760311464,8.163474529200015e-19,4.712138908799342e-17,3.542279591032989e-17,NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/AURKB/SPC24/CENPA/ERCC6L/CDCA8/SGO1/BUB1B/KNL1/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/CENPU/SPC25/CENPE/MAD2L1/CENPK/CENPL/CENPO/KNTC1/RCC2,29
R-HSA-68616,Assembly of the ORC complex at the origin of replication,25/428,68/11230,0.36764705882352944,9.64644035184167,14.235120114191146,9.835551066775016e-19,5.378493451778548e-17,4.043201601965132e-17,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/ORC1/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-212300,PRC2 methylates histones and DNA,26/428,75/11230,0.3466666666666667,9.095950155763239,14.002449305582164,1.0957175179979209e-18,5.625600458336255e-17,4.228960579591208e-17,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/DNMT1,26
R-HSA-69618,Mitotic Spindle Checkpoint,31/428,113/11230,0.2743362831858407,7.198122570506988,13.18092588997927,1.1402095540328666e-18,5.625600458336255e-17,4.228960579591208e-17,UBE2C/NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/AURKB/SPC24/CENPA/ERCC6L/CDCA8/SGO1/BUB1B/KNL1/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/CENPU/SPC25/CENPE/UBE2S/MAD2L1/CENPK/CENPL/CENPO/KNTC1/RCC2,31
R-HSA-73728,RNA Polymerase I Promoter Opening,24/428,62/11230,0.3870967741935484,10.156768164003617,14.390990937138112,1.191176227944154e-18,5.625600458336255e-17,4.228960579591208e-17,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-69002,DNA Replication Pre-Initiation,35/428,149/11230,0.2348993288590604,6.163363231512263,12.629224211766303,1.4989688894177086e-18,6.771429026543475e-17,5.0903199814551024e-17,CDC6/H3C12/UBE2C/H2BC17/H3C10/H3C2/H2AC14/H2BC13/CDC45/H3C8/H2BC9/MCM10/H4C14/H3C3/H2BC6/H2BC7/H3C7/ORC1/H2AC4/H2BC14/H2BC10/H2AC18/PSMD3/H3C13/UBE2S/H2AC7/H4C9/H2BC3/H2AX/MCM2/H2BC11/H2BC15/CDC7/DBF4/MCM6,35
R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),25/428,70/11230,0.35714285714285715,9.370827770360481,13.983814944675412,2.2359944806781686e-18,9.679992772602571e-17,7.276789055540357e-17,H3C12/H2BC17/H3C10/UHRF1/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-9610379,HCMV Late Events,31/428,116/11230,0.2672413793103448,7.01196422816629,12.955391012684835,2.6336206596937357e-18,1.0945327461687165e-16,8.227985387337903e-17,H2AC13/H3C12/H2BC17/H3C10/H2AC17/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H2AC16/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2AC12/H2BC10/H2AC18/H3C13/H2AC11/H2BC18/H2AC7/H4C9/H2BC3/H2BC11/H2BC15/H2AC21/NUP210,31
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,31/428,119/11230,0.2605042016806723,6.835192020733528,12.737740528945915,5.9148761530123856e-18,2.3636755088384107e-16,1.7768575326053405e-16,TUBB3/NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/AURKB/SPC24/CENPA/ERCC6L/CDCA8/SGO1/BUB1B/KNL1/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/CENPU/SPC25/CENPE/TUBA1C/MAD2L1/CENPK/CENPL/CENPO/KNTC1/RCC2,31
R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,24/428,66/11230,0.36363636363636365,9.541206457094308,13.852291196907222,6.661097337761667e-18,2.563288938494212e-16,1.926913927726767e-16,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-427359,SIRT1 negatively regulates rRNA expression,24/428,67/11230,0.3582089552238806,9.398800390570512,13.724753011209145,1.0019330958066039e-17,3.717887451939505e-16,2.794866004092106e-16,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-73886,Chromosome Maintenance,33/428,140/11230,0.2357142857142857,6.1847463284379165,12.28757258892293,1.3297387416013216e-17,4.764132939737149e-16,3.5813653222075524e-16,H2BC17/HJURP/H2AC14/H2BC13/CENPA/H2BC9/H4C14/KNL1/H2BC6/H2BC7/CCNA2/H2AC4/H2BC14/CENPM/H2BC10/CENPI/H2AC18/CENPU/OIP5/H2AC7/BLM/H4C9/H2BC3/H2AX/H2BC11/H2BC15/CENPK/FEN1/PIF1/CHTF18/CENPL/CENPO/POLD4,33
R-HSA-2467813,Separation of Sister Chromatids,37/428,180/11230,0.20555555555555555,5.393431983385254,11.827674381122128,1.7744064670281913e-17,6.145361064140969e-16,4.619682801876906e-16,UBE2C/TUBB3/NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/AURKB/SPC24/CDCA5/CENPA/ERCC6L/PTTG1/CDCA8/SGO1/ESPL1/BUB1B/KNL1/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/PSMD3/CENPU/SPC25/CENPE/UBE2S/TUBA1C/MAD2L1/CENPK/CENPL/CENPO/KNTC1/RCC2,37
R-HSA-68882,Mitotic Anaphase,41/428,224/11230,0.18303571428571427,4.802549232309746,11.442592701711938,2.453465215599727e-17,8.2230656742197305e-16,6.18156601010186e-16,UBE2C/TUBB3/NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/CDK1/AURKB/SPC24/CDCA5/CENPA/ERCC6L/PTTG1/CDCA8/SGO1/ESPL1/BUB1B/KNL1/CCNB2/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/PSMD3/CENPU/CCNB1/SPC25/CENPE/UBE2S/TUBA1C/MAD2L1/CENPK/RCC1/CENPL/CENPO/KNTC1/RCC2,41
R-HSA-2555396,Mitotic Metaphase and Anaphase,41/428,225/11230,0.18222222222222223,4.781204569055037,11.404250508737087,2.8976697869873356e-17,9.408371589624505e-16,7.072601914291458e-16,UBE2C/TUBB3/NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/CDK1/AURKB/SPC24/CDCA5/CENPA/ERCC6L/PTTG1/CDCA8/SGO1/ESPL1/BUB1B/KNL1/CCNB2/SKA1/ZWINT/NDC80/BIRC5/CENPM/CENPI/PSMD3/CENPU/CCNB1/SPC25/CENPE/UBE2S/TUBA1C/MAD2L1/CENPK/RCC1/CENPL/CENPO/KNTC1/RCC2,41
R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,24/428,70/11230,0.34285714285714286,8.995994659546062,13.357640688011651,3.250345974655912e-17,1.0233665053537855e-15,7.693003869839511e-16,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-1500620,Meiosis,30/428,118/11230,0.2542372881355932,6.670758751782037,12.32612018425825,4.318829961806579e-17,1.319783626563834e-15,9.921275020620689e-16,MND1/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/RAD51/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/BLM/H4C9/H2BC3/H2AX/H2BC11/H2BC15/SYCP2/BRCA1/BRCA2,30
R-HSA-9616222,Transcriptional regulation of granulopoiesis,26/428,89/11230,0.29213483146067415,7.6651265357555385,12.565554378793976,1.3660249792761412e-16,4.0551427241940304e-15,3.0483925853320207e-15,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/E2F1/H3C3/H2BC6/H2BC7/H3C7/LEF1/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,26
R-HSA-68867,Assembly of the pre-replicative complex,31/428,132/11230,0.23484848484848486,6.162029170206741,11.874775251854922,1.479280309299821e-16,4.2693673371180946e-15,3.209432717837624e-15,CDC6/H3C12/UBE2C/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/ORC1/H2AC4/H2BC14/H2BC10/H2AC18/PSMD3/H3C13/UBE2S/H2AC7/H4C9/H2BC3/H2AX/MCM2/H2BC11/H2BC15/MCM6,31
R-HSA-5663220,RHO GTPases Activate Formins,32/428,142/11230,0.22535211267605634,5.9128603396077395,11.72714569934592,1.7177644780461304e-16,4.823668358621431e-15,3.626120178407479e-15,TUBB3/NUF2/BUB1/PLK1/CDC20/CENPF/KIF2C/AURKB/SPC24/CENPA/ERCC6L/CDCA8/SGO1/BUB1B/KNL1/SKA1/ZWINT/DIAPH3/NDC80/BIRC5/CENPM/CENPI/CENPU/SPC25/CENPE/TUBA1C/MAD2L1/CENPK/CENPL/CENPO/KNTC1/RCC2,32
R-HSA-9609646,HCMV Infection,34/428,162/11230,0.20987654320987653,5.506807430483443,11.500911794416302,1.9325459822398809e-16,5.283987567229569e-15,3.972158223883633e-15,H2AC13/H3C12/H2BC17/TUBB3/H3C10/H2AC17/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H2AC16/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2AC12/H2BC10/EZH2/H2AC18/H3C13/H2AC11/H2BC18/H2AC7/H4C9/H2BC3/TUBA1C/H2BC11/H2BC15/H2AC21/NUP210,34
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,24/428,75/11230,0.32,8.39626168224299,12.792294574924263,2.0020936328862298e-16,5.3337827809456225e-15,4.009591027264731e-15,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-5578749,Transcriptional regulation by small RNAs,24/428,76/11230,0.3157894736842105,8.285784554845057,12.68551606830264,2.824739546288701e-16,7.3372609714849e-15,5.51567564038478e-15,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-9909649,Regulation of PD-L1(CD274) transcription,27/428,100/11230,0.27,7.084345794392524,12.164846838645742,3.2072838086754335e-16,8.127726529789696e-15,6.10989624143048e-15,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/LEF1/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/STAT1,27
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,26/428,92/11230,0.2826086956521739,7.415176757415685,12.298135473967653,3.3727494150790353e-16,8.343539624445518e-15,6.27213049119961e-15,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/LEF1/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/BCL9,26
R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,26/428,93/11230,0.27956989247311825,7.335443674002612,12.211660940828521,4.519478836185094e-16,1.0920322118130958e-14,8.209187996204015e-15,WT1/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,26
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),28/428,111/11230,0.25225225225225223,6.61867474951587,11.841394659527527,6.187750449066928e-16,1.4611528901319404e-14,1.098399720863077e-14,H3C12/UBE2C/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/CCNA2/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/UBE2S/CDKN2A/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,28
R-HSA-5693538,Homology Directed Repair,31/428,140/11230,0.22142857142857142,5.809913217623498,11.399238084956636,8.778040651207134e-16,1.9826922253487418e-14,1.4904590762461544e-14,H2BC17/EXO1/CLSPN/H2BC13/EME1/H2BC9/RAD51/H4C14/POLQ/H2BC6/H2BC7/CCNA2/H2BC14/H2BC10/RAD51AP1/BRIP1/BLM/H4C9/CHEK1/H2BC3/H2AX/XRCC2/H2BC11/H2BC15/FEN1/TIMELESS/BRCA1/BRCA2/PARP1/RMI1/POLD4,31
R-HSA-68875,Mitotic Prophase,31/428,140/11230,0.22142857142857142,5.809913217623498,11.399238084956636,8.778040651207134e-16,1.9826922253487418e-14,1.4904590762461544e-14,H3C12/H2BC17/H3C10/PLK1/CDK1/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/CCNB2/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/CCNB1/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/NCAPG2/NUP210/SMC4,31
R-HSA-2559580,Oxidative Stress Induced Senescence,29/428,124/11230,0.23387096774193547,6.136380765752185,11.44799834487129,1.6353959023037431e-15,3.615268813816147e-14,2.7177239854633315e-14,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/CBX2/H4C14/E2F1/H3C3/H2BC6/H2BC7/E2F2/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/CDKN2A/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,29
R-HSA-2559583,Cellular Senescence,35/428,189/11230,0.18518518518518517,4.858947732779509,10.649664651474282,4.0721769409115426e-15,8.814566336681443e-14,6.626217741570976e-14,H3C12/UBE2C/H2BC17/H3C10/H3C2/H2AC14/H2BC13/CCNE2/H3C8/H2BC9/CCNE1/CBX2/H4C14/E2F1/H3C3/H2BC6/H2BC7/E2F2/CCNA2/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/UBE2S/CDKN2A/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/HMGA1,35
R-HSA-5625740,RHO GTPases activate PKNs,25/428,93/11230,0.26881720430107525,7.053311225002512,11.667846492326268,4.629597318768067e-15,9.816635947346984e-14,7.379508508111506e-14,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/CDC25C/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-9764560,Regulation of CDH1 Gene Transcription,26/428,103/11230,0.2524271844660194,6.623264676526631,11.411912490022424,6.8324156416349575e-15,1.4197759703317443e-13,1.0672952433880292e-13,WT1/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,26
