"symbol","HR","HR_lower","HR_upper","pvalue","padj"
"E2F8",1.0001209575989,0.999069476450188,1.00117354538997,0.821698908425588,0.930462802792726
"STIL",1.00005016951938,0.999608932661463,1.00049160114342,0.82368472752906,0.930462802792726
"TPX2",1.00001173498822,0.999907835628644,1.00011564514386,0.824812643909886,0.930462802792726
"CENPF",1.00000744842197,0.999940652988547,1.00007424831728,0.826999863235467,0.930838411085661
"TMEM171",1.00057074641932,0.995132110928828,1.00603910535625,0.837428833270068,0.934795412275857
"MICAL2",1.00001183123142,0.999898303462191,1.00012537189051,0.838161158802031,0.934795412275857
"DLGAP5",1.00005045605225,0.999561555156146,1.00053959607728,0.83973702297918,0.934795412275857
"NOD2",1.00006689915699,0.999411074854547,1.00072315381839,0.841580200339196,0.934795412275857
"CDCA2",1.00005203398515,0.999539732022536,1.00056459852191,0.842242628230825,0.934795412275857
"HELLS",1.00011664707877,0.998964153747758,1.00127047002793,0.842833284152434,0.934795412275857
"CDCA8",1.00002968541281,0.999734912583946,1.00032454515573,0.843550441754907,0.934795412275857
"KIF18B",1.00005746258261,0.99943681223665,1.00067849835249,0.856044890033122,0.943794904812167
"DEPDC1",0.999962660895927,0.999558225852291,1.00036725957956,0.856436688360865,0.943794904812167
"BCL9",0.999978845557591,0.999745634420619,1.00021211109584,0.858907892488291,0.943794904812167
"GTSE1",0.999934881323398,0.999215726988411,1.00065455324727,0.859191775894742,0.943794904812167
"CDCA3",0.999952129151978,0.999406237748624,1.0004983187298,0.86357584551088,0.943944400512259
"KIF26B",0.999958543168725,0.99948088876496,1.00043642584472,0.864958181804736,0.943944400512259
"CKS2",1.00001946197634,0.999795172998985,1.00024380126954,0.864968972580954,0.943944400512259
"FER1L6",1.00027623764129,0.996925005934688,1.00363873474287,0.871850228159967,0.948497868661117
"CD80",1.00038542966341,0.995672756629955,1.00512040850666,0.872920349245889,0.948497868661117
"PLAUR",1.00002135027575,0.999744407527891,1.0002983697405,0.879912856209925,0.953593369760736
"RUNX2",1.00004024379477,0.999511651541921,1.0005691155939,0.881409011093588,0.953593369760736
"MNX1",0.999720410380575,0.995973164772897,1.00348175461073,0.883966975432701,0.954304132617669
"TNFRSF4",0.999848741012995,0.997722914743807,1.00197909673346,0.889214243654666,0.957908906254598
"KNTC1",1.00002641992044,0.999639207314787,1.00041378251381,0.893634852014937,0.960609626791217
"ASPN",1.0000029759579,0.999956425309064,1.0000495287738,0.900288655370091,0.963171793527258
"POLQ",1.00006250860468,0.99907518010229,1.00105081282701,0.9012918429644,0.963171793527258
"ZNF668",1.00006281134773,0.999036797137118,1.00108987927845,0.904539528070202,0.963171793527258
"CDC25A",1.00005125192529,0.999209356376857,1.00089385682267,0.905062080912043,0.963171793527258
"GJB2",1.00000551666135,0.999911015080731,1.00010002717331,0.908912362422976,0.963171793527258
"CLEC5A",1.00005107725002,0.99917190899143,1.00093101908603,0.909379416330078,0.963171793527258
"TYMS",0.999987071072112,0.999764293712613,1.00020989807306,0.909449064007809,0.963171793527258
"MELK",0.999980403452034,0.999621255013899,1.00033968092664,0.914850009475912,0.966852010014543
"NPTX2",0.999990332748778,0.999803168923691,1.00017753161106,0.919372100728163,0.967806758992079
"BIRC5",1.00001513794591,0.999721202829717,1.00030915948404,0.91960921123351,0.967806758992079
"PGP",0.999972261113987,0.999391413990589,1.00055344582622,0.925449637997318,0.970224109238548
"PLEK2",0.999977972203079,0.999514679074598,1.0004414800763,0.925771610209691,0.970224109238548
"FANCA",0.999975139804144,0.99943107540907,1.00051950037379,0.928659045540233,0.971222585127494
"HMGA1",1.00000352660413,0.999917762485328,1.00008929807903,0.935767995666276,0.976324749562137
"RMI1",1.00002340148401,0.999425534777718,1.00062162584036,0.938866843082679,0.976324749562137
"CATSPER1",0.998930412945248,0.971759317484677,1.02686123194563,0.939372219200223,0.976324749562137
"OSCAR",0.999932623988515,0.998103655495896,1.00176494396244,0.942495925105367,0.976391707092285
"UBE2C",0.99999373767018,0.999814713136158,1.00017279425993,0.945344831598936,0.976391707092285
"DLX5",0.999960332872955,0.998811728607606,1.0011102579996,0.946066428100068,0.976391707092285
"FOXS1",0.999904689045471,0.997020887625407,1.00279683162542,0.948427859055488,0.976391707092285
"ZNF469",0.999989407610067,0.999663853211404,1.00031506803004,0.949161659484133,0.976391707092285
"CEP55",1.00000930577188,0.999706778956772,1.0003119241363,0.951932664462598,0.97723966781232
"XRCC2",1.00005435149088,0.998057109184161,1.00205559053967,0.957504675672989,0.979804206418949
"KDELR3",0.999994575565025,0.999783024262009,1.00020617163171,0.959922825746815,0.979804206418949
"FEN1",1.000005766939,0.999778798994546,1.00023278640929,0.96028619433889,0.979804206418949
"BLM",0.999983821755829,0.999229928589293,1.00073828371528,0.966463748009447,0.984107102435583
"FCGR3A",0.999998412646109,0.999890251943029,1.00010658504921,0.977053909548906,0.992876644926216
"ZNF695",1.00001666059187,0.998695842993304,1.00133922502772,0.9802890206644,0.993913576174028
"WDHD1",1.00000866766304,0.99922446124399,1.00079348953911,0.982723435808069,0.993913576174028
"LOXL1",1.0000017293155,0.999823908029254,1.00017958222773,0.984794030758583,0.993913576174028
"IGFL2",1.00002601233593,0.997125968431315,1.00293449073621,0.985993946084992,0.993913576174028
"CENPA",1.00000622384906,0.99915911958889,1.00085404629876,0.988515484387581,0.994458463251635
"ERMN",0.999992256664843,0.997105648095778,1.00288722193016,0.995811128309032,0.99848719144135
"CDKN3",0.999998598510554,0.998913112447351,1.0010852641358,0.997982018653117,0.99848719144135
"ASF1B",0.999999611028435,0.999597603320633,1.00040178041149,0.99848719144135,0.99848719144135
